C	area	va	daily
	VARIABLES	BEGIN	END
	122	1	364

C	daily			OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	9	09	JAN	65189019	62666828	4907959	54602894	69736036	59.44	10.99	50.00	77.50	1473244	0	0	0	0	0	0	0	1705151	88303	1533150	1818058	112651	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	928000	62992	816000	1008000	0	0	0	0	0	0	0	0	9992	13468	0	34359	587750	101596	403258	692591	0	0	0	0	66759	14017	48155	84539	0	0	0	0	60.67	8.57	44.85	75.38	48280	13679	25589	71002	0	0	0	0	37.86	4.00	30.00	40.00	2522191	575212	1571951	3356940	0	0	0	0	0	0	0	0	0	0	0	0	0	1914667	58545	1848000	2016000	388925	79167	302099	532621	397365	78510	298839	529263	0	0	0	0	1593	66	1487	1716
	10	10	JAN	70334339	67399148	6891760	59001043	78510581	66.67	14.91	50.00	80.00	1523491	0	0	0	0	0	0	0	1787605	104461	1632551	1908176	112652	31916	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	933333	54780	816000	1008000	0	0	0	0	0	0	0	0	51151	51256	0	136882	612809	76597	491221	696000	0	0	0	0	77660	16573	51327	100034	0	0	0	0	60.41	8.54	44.98	75.20	48280	13679	25589	71003	0	0	0	0	37.90	3.95	30.00	40.00	2935190	665194	1961315	4001344	0	0	0	0	0	0	0	0	0	0	0	0	0	1925333	52797	1824000	2016000	328041	109065	199118	502877	368026	97997	235815	525426	0	0	0	0	1659	81	1536	1790
	11	11	JAN	70250182	67277896	6971363	59485597	79208588	67.50	14.14	50.00	80.00	1529064	0	0	0	0	0	0	0	1790137	108059	1663134	1957992	112654	31916	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	941333	60692	816000	1008000	0	0	0	0	0	0	0	0	48117	50661	0	145607	609638	86631	484112	696000	0	0	0	0	78395	18480	50921	105609	0	0	0	0	60.10	8.49	44.97	74.93	48280	13679	25589	71002	0	0	0	0	38.19	3.50	30.00	40.00	2972285	671101	2036828	4035427	0	0	0	0	0	0	0	0	0	0	0	0	0	1930667	53200	1824000	2016000	331579	110628	166393	506612	368819	95381	222618	522487	0	0	0	0	1662	86	1523	1827
	12	12	JAN	66228021	63563818	5919713	57245264	76207329	58.19	11.32	50.00	80.00	1496645	0	0	0	0	0	0	0	1727313	96759	1624569	1919716	112655	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	946667	54390	840000	1008000	0	0	0	0	0	0	0	0	17388	35050	0	112592	580790	95291	439305	689816	0	0	0	0	69815	15807	46490	95373	0	0	0	0	59.85	8.40	44.94	74.64	48280	13679	25589	71003	0	0	0	0	38.57	3.16	30.00	40.00	2664203	535094	1859593	3457230	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	48000	1848000	1992000	383156	99229	199408	524818	393324	93960	240022	535619	0	0	0	0	1623	77	1490	1769
	13	13	JAN	61318245	59086097	4439184	53164790	68933737	53.06	8.64	50.00	77.50	1442206	0	0	0	0	0	0	0	1632657	77597	1542138	1805167	112655	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	941333	51571	864000	1008000	0	0	0	0	0	0	0	0	4104	11608	0	36936	516222	91102	374496	647577	0	0	0	0	58343	13486	38119	85037	0	0	0	0	59.66	8.31	45.10	74.41	48280	13679	25589	71002	0	0	0	0	38.80	3.12	30.00	40.00	2232148	402103	1524752	2698956	0	0	0	0	0	0	0	0	0	0	0	0	0	1920000	40792	1872000	1992000	458340	82582	275487	564001	433320	81737	267955	558513	0	0	0	0	1593	53	1497	1656
	14	14	JAN	59179295	57130004	4128121	52433679	64821748	52.36	6.68	50.00	71.25	1421419	0	0	0	0	0	0	0	1590877	70115	1514190	1718585	112655	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	944000	60926	840000	1056000	0	0	0	0	0	0	0	0	1773	5016	0	15959	478963	98725	329773	615700	0	0	0	0	53487	11732	35968	78867	0	0	0	0	59.58	8.27	45.22	74.24	48280	13679	25589	71003	0	0	0	0	38.85	3.13	30.00	40.00	2049291	322141	1438716	2371599	0	0	0	0	0	0	0	0	0	0	0	0	0	1914667	44939	1848000	1992000	489931	72407	328341	582227	458243	81188	294435	563988	0	0	0	0	1593	55	1512	1680
	15	15	JAN	61320752	59055632	3149385	54255719	63874560	50.00	0	50.00	50.00	1444988	0	0	0	0	0	0	0	1636274	63045	1545126	1719227	112655	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	944000	54259	840000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	520313	80155	396314	622291	0	0	0	0	59307	16178	38424	96441	0	0	0	0	59.51	8.21	45.40	74.13	48280	13679	25589	71002	0	0	0	0	38.89	3.14	30.00	40.00	2265120	438540	1536961	2893225	0	0	0	0	0	0	0	0	0	0	0	0	0	1925333	46342	1848000	1992000	461021	60481	385709	561906	437999	59053	348124	523482	0	0	0	0	1588	52	1512	1670
	16	16	JAN	65787449	63097715	2821601	58909346	67095220	56.11	10.30	50.00	80.00	1491265	0	0	0	0	0	0	0	1723070	57837	1647552	1806966	112655	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	944000	50596	840000	1032000	0	0	0	0	0	0	0	0	8569	20584	0	66190	587444	54582	489387	657333	0	0	0	0	70402	20080	42891	113721	0	0	0	0	59.39	8.07	45.63	73.80	48280	13679	25589	71003	0	0	0	0	38.89	3.14	30.00	40.00	2689735	578746	1715651	3450651	0	0	0	0	0	0	0	0	0	0	0	0	0	1922667	47253	1824000	1992000	382654	53589	269810	459526	396446	57762	273702	473323	0	0	0	0	1603	51	1536	1704
	17	17	JAN	70194973	67043027	3550671	61113900	72373623	66.67	12.53	50.00	80.00	1543962	0	0	0	0	0	0	0	1806525	74564	1728194	1923971	112655	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	957333	34769	888000	1008000	0	0	0	0	0	0	0	0	27977	35618	0	102698	625964	48325	516678	674552	0	0	0	0	82595	25914	47440	136681	0	0	0	0	59.13	7.91	45.68	73.22	48280	13679	25589	71002	0	0	0	0	38.89	3.14	30.00	40.00	3151947	775792	1897594	4235868	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	43492	1872000	1992000	327392	60926	233302	403963	367781	66752	241990	467526	0	0	0	0	1645	47	1562	1730
	18	18	JAN	70985722	67746397	4039428	59599094	74488101	65.69	11.04	50.00	80.00	1556336	0	0	0	0	0	0	0	1823838	77943	1697206	1922052	112656	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	962667	36563	888000	1008000	0	0	0	0	0	0	0	0	28850	40959	0	137601	634901	63154	486382	707652	0	0	0	0	84764	25411	51626	136116	0	0	0	0	58.77	7.73	45.65	72.58	48280	13679	25589	71003	0	0	0	0	38.89	3.14	30.00	40.00	3239325	771228	2065030	4222554	0	0	0	0	0	0	0	0	0	0	0	0	0	1957333	46800	1872000	2016000	330916	71693	198399	473618	368509	60553	250260	466820	0	0	0	0	1662	41	1605	1726
	19	19	JAN	65782165	63034536	4584566	54654637	69943307	53.33	9.43	50.00	80.00	1514927	0	0	0	0	0	0	0	1731489	87444	1575758	1879416	112656	31917	59712	165672	0	0	0	0	0	0	0	0	0	0	0	0	976000	40792	888000	1056000	0	0	0	0	0	0	0	0	10643	30104	0	95791	560461	85788	404293	702665	0	0	0	0	71728	21623	44103	109352	0	0	0	0	58.42	7.57	45.59	71.98	48280	13679	25589	71002	0	0	0	0	38.89	3.14	30.00	40.00	2747628	707428	1764102	3933878	0	0	0	0	0	0	0	0	0	0	0	0	0	1965333	74571	1824000	2112000	418229	107394	216209	579707	410485	84048	244519	532713	0	0	0	0	1646	45	1584	1733
	20	20	JAN	60477553	58241374	4571477	51088742	66606700	53.19	9.04	50.00	78.75	1440057	0	0	0	0	0	0	0	1618107	99631	1487591	1808881	112656	31918	59708	165672	0	0	0	0	0	0	0	0	0	0	0	0	952000	53066	840000	1056000	0	0	0	0	0	0	0	0	5383	15226	0	48448	489815	92356	349775	643334	0	0	0	0	58253	19168	32348	87143	0	0	0	0	58.23	7.44	45.62	71.66	48280	13679	25589	71003	0	0	0	0	38.89	3.14	30.00	40.00	2236179	678774	1293924	3485720	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	97178	1776000	2136000	491469	111155	263672	693089	463931	95068	278410	634455	0	0	0	0	1621	68	1536	1752
	21	21	JAN	58815718	56730064	3268128	52229043	63947688	50.00	0	50.00	50.00	1419161	0	0	0	0	0	0	0	1585658	79880	1452323	1738155	112656	31920	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	946667	35975	888000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	471935	70437	376454	606954	0	0	0	0	54401	16852	31596	81337	0	0	0	0	58.14	7.35	45.78	71.56	48280	13679	25589	71002	0	0	0	0	38.89	3.14	30.00	40.00	2085654	570068	1263853	3071890	0	0	0	0	0	0	0	0	0	0	0	0	0	1930667	75141	1824000	2088000	512065	85576	398880	679546	478595	82209	342170	626733	0	0	0	0	1606	66	1512	1728
	22	22	JAN	61774943	59425045	3696340	52703667	66458177	51.81	5.11	50.00	66.25	1451285	0	0	0	0	0	0	0	1645745	82017	1470379	1788429	112655	31920	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	946667	35975	888000	1032000	0	0	0	0	0	0	0	0	830	2347	0	7468	524507	80508	382073	673964	0	0	0	0	61087	17642	34998	84209	0	0	0	0	58.07	7.26	45.98	71.51	48280	13679	25589	71003	0	0	0	0	38.89	3.14	30.00	40.00	2349898	628441	1399911	3362459	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	82192	1800000	2088000	466664	102724	337249	649927	443406	95196	308998	633517	0	0	0	0	1608	65	1512	1728
	23	23	JAN	67283019	64436958	4485176	56550713	70389818	58.33	11.97	50.00	80.00	1514954	0	0	0	0	0	0	0	1750989	86002	1546251	1863356	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	957333	23851	936000	1008000	0	0	0	0	0	0	0	0	19266	29551	0	72283	587781	74811	475814	712794	0	0	0	0	73955	19506	41257	100911	0	0	0	0	57.91	7.17	45.95	71.25	48280	13679	25589	71002	0	0	0	0	38.89	3.14	30.00	40.00	2846060	683779	1650270	3704733	0	0	0	0	0	0	0	0	0	0	0	0	0	1952000	75895	1776000	2064000	387620	116415	220464	580186	401810	101472	254810	598516	0	0	0	0	1651	39	1584	1704
	24	24	JAN	70982731	67753563	3986113	59959696	71931979	65.69	13.93	50.00	80.00	1554045	0	0	0	0	0	0	0	1821703	72552	1637059	1918879	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	960000	22627	936000	1008000	0	0	0	0	0	0	0	0	29993	37218	0	106719	635083	58750	510394	709930	0	0	0	0	83973	21677	49485	116760	0	0	0	0	57.62	7.14	45.84	71.01	48280	13679	25589	71003	0	0	0	0	38.89	3.14	30.00	40.00	3229168	739034	1979403	4074339	0	0	0	0	0	0	0	0	0	0	0	0	0	1968000	68819	1824000	2064000	342924	110659	181281	569606	382013	98446	233902	593091	0	0	0	0	1671	34	1606	1713
	25	25	JAN	69944932	66806578	3127797	59065172	69949169	65.56	13.16	50.00	80.00	1542773	0	0	0	0	0	0	0	1805024	70573	1617292	1873807	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	957333	32877	888000	1008000	0	0	0	0	0	0	0	0	21637	30491	0	89865	631379	55258	492503	692623	0	0	0	0	82020	23464	47609	128188	0	0	0	0	57.28	6.99	45.77	70.41	48280	13679	25589	71002	0	0	0	0	38.89	3.14	30.00	40.00	3138354	719113	1904343	3845643	0	0	0	0	0	0	0	0	0	0	0	0	0	1962667	73127	1824000	2064000	352317	96132	198135	563497	384817	93951	237702	596363	0	0	0	0	1655	30	1617	1711
	26	26	JAN	65535976	62809866	2791381	55891419	66143485	57.64	10.31	50.00	75.00	1497304	0	0	0	0	0	0	0	1723984	72625	1555454	1840424	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	954667	37142	888000	1008000	0	0	0	0	0	0	0	0	4056	9226	0	29877	581441	65174	412228	634070	0	0	0	0	71166	22516	42046	120818	0	0	0	0	56.98	6.92	45.71	69.95	48280	13679	25589	71003	0	0	0	0	38.97	2.92	30.70	40.00	2726110	669787	1681825	3748122	0	0	0	0	0	0	0	0	0	0	0	0	0	1952000	80796	1824000	2064000	411836	102662	302025	643772	410127	95159	279061	631377	0	0	0	0	1622	54	1538	1704
	27	27	JAN	60646880	58357896	2652559	52929399	62932094	50.00	0	50.00	50.00	1442855	0	0	0	0	0	0	0	1624115	71911	1483074	1765605	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	952000	37523	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	500758	59481	369788	582595	0	0	0	0	58702	19403	36106	105338	0	0	0	0	56.76	6.78	45.77	69.51	48280	13679	25589	71002	0	0	0	0	39.42	1.64	34.78	40.00	2288984	640182	1444240	3681639	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	71951	1824000	2040000	488575	87547	397787	686212	460390	87300	363355	660358	0	0	0	0	1608	52	1512	1680
	28	28	JAN	59157606	56978989	3037535	51953666	62583405	50.00	0	50.00	50.00	1426308	0	0	0	0	0	0	0	1592793	73751	1461937	1735404	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	952000	33941	888000	984000	0	0	0	0	0	0	0	0	0	0	0	0	473180	60072	350273	562868	0	0	0	0	54958	18126	34484	99485	0	0	0	0	56.67	6.72	45.83	69.17	48280	13679	25589	71003	0	0	0	0	39.80	0.57	38.17	40.00	2178618	677165	1379347	3801958	0	0	0	0	0	0	0	0	0	0	0	0	0	1930667	68922	1824000	2016000	505487	78986	399975	681727	472860	80763	359089	661704	0	0	0	0	1602	48	1509	1656
	29	29	JAN	61065661	58708727	2500641	56148865	64681059	50.00	0	50.00	50.00	1449145	0	0	0	0	0	0	0	1632152	60876	1552292	1744967	112654	31920	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	954667	35377	912000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	505908	38035	457339	571221	0	0	0	0	58923	17170	41773	101314	0	0	0	0	56.58	6.64	45.97	68.72	48280	13679	25589	71002	0	0	0	0	40.00	0	40.00	40.00	2356934	686811	1670938	4052573	0	0	0	0	0	0	0	0	0	0	0	0	0	1944000	70654	1848000	2064000	483425	54725	409535	556064	466375	59031	384234	575370	0	0	0	0	1601	52	1512	1704
	30	30	JAN	65834505	62982717	2905125	59031037	68276989	55.28	10.30	50.00	80.00	1513388	0	0	0	0	0	0	0	1731901	58737	1650907	1841911	112654	31921	59700	165675	0	0	0	0	0	0	0	0	0	0	0	0	973333	39373	912000	1056000	0	0	0	0	0	0	0	0	6170	12693	0	38962	568449	36702	515872	648000	0	0	0	0	71295	20626	47158	121140	0	0	0	0	56.48	6.56	46.08	68.39	48280	13679	25589	71003	0	0	0	0	40.00	0	40.00	40.00	2851787	825054	1886315	4845589	0	0	0	0	0	0	0	0	0	0	0	0	0	1957333	59985	1848000	2040000	409381	69711	311058	516128	417616	73573	326322	560265	0	0	0	0	1630	47	1560	1704
	31	31	JAN	71915623	68492121	4870913	60687570	75632049	67.08	13.18	50.00	80.00	1568986	0	0	0	0	0	0	0	1832116	74751	1689080	1956759	112655	31923	59700	165684	0	0	0	0	0	0	0	0	0	0	0	0	973333	27968	912000	1008000	0	0	0	0	0	0	0	0	46615	50834	0	136176	613925	37184	547508	660666	0	0	0	0	85588	25979	53456	147782	0	0	0	0	56.16	6.57	45.81	67.86	48280	13679	25588	71002	0	0	0	0	40.00	0	40.00	40.00	3423502	1039162	2138239	5911292	0	0	0	0	0	0	0	0	0	0	0	0	0	1954667	43980	1896000	2040000	320793	90121	199824	484492	364899	88360	255870	548049	0	0	0	0	1684	65	1560	1779
	32	01	FEB	70412231	66840819	5234407	58695234	75391821	68.47	12.17	50.00	80.00	1553988	0	0	0	0	0	0	0	1810340	59320	1708960	1904099	113089	33871	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	976000	29933	912000	1008000	0	0	0	0	0	0	0	0	36084	47596	0	141398	595882	55998	468305	667749	0	0	0	0	89285	27327	58440	159265	0	0	0	0	55.78	6.43	45.70	66.97	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	3571412	1093063	2337610	6370596	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	48589	1872000	2040000	333367	110367	170602	563695	375981	93121	229486	567838	0	0	0	0	1653	54	1560	1738
	33	02	FEB	65192400	62226335	5002207	55667468	71136452	57.08	12.30	50.00	80.00	1499233	0	0	0	0	0	0	0	1712344	59738	1638084	1804401	113088	33872	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	970667	30170	912000	1008000	0	0	0	0	0	0	0	0	17704	33127	0	88206	536734	64002	424549	624729	0	0	0	0	74152	19205	47799	118157	0	0	0	0	55.42	6.33	45.40	66.21	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2966065	768219	1911957	4726291	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	40442	1872000	2016000	413562	114676	223794	607451	414126	94866	252267	587414	0	0	0	0	1629	39	1560	1702
	34	03	FEB	59279699	56905326	4287631	51264223	63479968	53.89	7.30	50.00	68.75	1439214	0	0	0	0	0	0	0	1599976	57860	1523381	1686329	113088	33872	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	970667	32221	912000	1008000	0	0	0	0	0	0	0	0	2963	6098	0	18725	453900	85065	319684	601240	0	0	0	0	59359	14007	37892	88175	0	0	0	0	55.21	6.23	45.37	65.93	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2374373	560289	1515673	3527003	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	48000	1872000	2040000	508471	116886	331740	712316	471139	100446	309776	651409	0	0	0	0	1606	40	1559	1680
