C	area	va	weekly
	VARIABLES	BEGIN	END
	122	1	52

C	weekly	OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	9	418427427	400413548	28981369	349308090	439474945	52.36	4.61	50.00	63.39	10045269	0	0	0	0	0	0	0	11216456	383180	10534465	11571215	752824	177584	542124	1001916	0	0	0	0	0	0	0	0	0	0	0	0	6725333	186857	6480000	7008000	0	0	0	0	0	0	0	0	20977	52241	0	167543	3266975	565969	2248562	3975688	0	0	0	0	450347	102269	302830	606344	0	0	0	0	50.91	6.28	40.00	59.66	306227	72930	220859	407922	0	0	0	0	40.00	0	40.00	40.00	18013879	4090760	12113194	24253768	0	0	0	0	0	0	0	0	0	0	0	0	0	13517333	423438	12720000	14232000	3504048	508576	2519027	4207438	3504048	508576	2519026	4207438	0	0	0	0	11161	394	10328	11617
	10	410916251	393282166	29284616	331587944	429805978	52.98	4.24	50.00	60.71	9786160	0	0	0	0	0	0	0	10962786	415289	9942093	11335098	723735	150251	506016	947016	0	0	0	0	0	0	0	0	0	0	0	0	6506667	411739	5856000	7272000	0	0	0	0	0	0	0	0	32408	61540	0	197527	3259124	645179	2230159	4180876	0	0	0	0	440852	88682	278679	537062	0	0	0	0	49.31	6.25	37.66	57.75	281454	58431	196777	368284	0	0	0	0	40.00	0	40.00	40.00	17634085	3547260	11147151	21482485	0	0	0	0	0	0	0	0	0	0	0	0	0	13248000	430962	12552000	14064000	3449801	599685	2317597	4297841	3449801	599685	2317597	4297841	0	0	0	0	10924	473	9802	11640
	11	405631111	388596213	26565708	343110827	429275975	51.29	3.34	50.00	60.71	9645393	0	0	0	0	0	0	0	10831008	400271	10233874	11564266	723739	150247	506016	947016	0	0	0	0	0	0	0	0	0	0	0	0	6392000	266293	5976000	6912000	0	0	0	0	0	0	0	0	13546	36808	0	117585	3275851	440411	2460617	3911783	0	0	0	0	425872	95147	256784	598344	0	0	0	0	47.81	6.23	35.67	55.43	281454	58431	196777	368285	0	0	0	0	40.00	0	40.00	40.00	17034898	3805873	10271355	23933779	0	0	0	0	0	0	0	0	0	0	0	0	0	13314667	434184	12384000	13776000	3633270	411348	2921622	4249638	3633270	411348	2921622	4249637	0	0	0	0	10900	492	9839	11339
	12	383302168	368319721	32591284	301318214	409656380	50.51	1.72	49.55	55.36	9564330	0	0	0	0	0	0	0	10442068	467499	9406328	10977040	723750	150250	506001	947016	0	0	0	0	0	0	0	0	0	0	0	0	6596364	173277	6264000	6809203	0	0	0	0	0	0	0	0	2579	7295	0	23212	2744813	690040	1259922	3586389	0	0	0	0	374561	63539	270003	457725	0	0	0	0	46.59	6.35	33.98	54.96	281454	58431	196777	368287	0	0	0	0	40.00	0	40.00	40.00	14982447	2541542	10800139	18308987	0	0	0	0	0	0	0	0	0	0	0	0	0	13349333	299712	12888000	13824000	4005577	730635	2774399	5038595	4005577	730635	2774400	5038595	0	0	0	0	10639	800	8713	11304
	13	375214187	360130964	27822800	318694563	415209724	49.91	0.25	49.20	50.00	9497198	0	0	0	0	0	0	0	10310067	498746	9623642	11260430	739742	145947	525408	916579	0	0	0	0	0	0	0	0	0	0	0	0	6635418	238158	6120000	6894761	0	0	0	0	0	0	0	0	0	0	0	0	2557827	552772	1686691	3482594	0	0	0	0	377081	92553	185738	520753	0	0	0	0	45.72	6.59	32.56	55.10	285408	56400	202599	354448	0	0	0	0	40.00	0	40.00	40.00	15083223	3702108	7429502	20830110	0	0	0	0	0	0	0	0	0	0	0	0	0	13357333	327338	12960000	13992000	4164089	523362	3381406	4908887	4164089	523363	3381406	4908887	0	0	0	0	10410	643	9202	11553
	14	352407463	335545027	21494478	306298934	363400613	49.94	0.12	49.64	50.00	9242993	0	0	0	0	0	0	0	9974593	389765	9044410	10423210	835804	186933	642264	1174697	0	0	0	0	0	0	0	0	0	0	0	0	6687760	277720	6216000	7248000	0	0	0	0	0	0	0	0	0	0	0	0	2029469	534213	1355917	2916812	0	0	0	0	421561	97636	211598	521870	0	0	0	0	44.58	6.70	30.90	53.66	309132	69141	237552	434490	0	0	0	0	40.00	0	40.00	40.00	16862436	3905423	8463937	20874805	0	0	0	0	0	0	0	0	0	0	0	0	0	13461333	442168	12624000	14208000	4744105	728930	3497601	5630302	4744105	728930	3497601	5630302	0	0	0	0	9813	774	8797	11052
	15	335667892	320674340	23749552	274609412	358540373	50.12	1.07	49.29	53.04	8893452	0	0	0	0	0	0	0	9552184	375816	8831274	10064021	835806	186934	642264	1174740	0	0	0	0	0	0	0	0	0	0	0	0	6468752	318178	5928000	6971430	0	0	0	0	0	0	0	0	1025	2900	0	9228	1883720	617962	907358	2805912	0	0	0	0	362880	73476	209307	483332	0	0	0	0	43.79	6.84	29.78	51.88	309132	69139	237552	434489	0	0	0	0	41.35	3.83	40.00	52.19	14993552	3562890	8372274	21146700	0	0	0	0	0	0	0	0	0	0	0	0	0	13328000	478932	12600000	14088000	4974503	777025	3856860	6366884	4974503	777025	3856860	6366884	0	0	0	0	9303	861	7699	10939
	16	320266525	306738570	14923958	281816720	330912482	49.73	0.32	49.20	50.00	8680641	0	0	0	0	0	0	0	9214137	159408	8982168	9528209	835800	186930	642264	1174740	0	0	0	0	0	0	0	0	0	0	0	0	6409972	196035	5976000	6672000	0	0	0	0	0	0	0	0	0	0	0	0	1647791	346117	1034617	2001122	0	0	0	0	320574	65905	207669	431325	0	0	0	0	43.51	6.88	29.51	50.97	309132	69139	237552	434487	0	0	0	0	42.17	6.13	40.00	59.52	13527956	3465260	8306766	19935514	0	0	0	0	0	0	0	0	0	0	0	0	0	13256000	455649	12312000	13752000	5198237	582743	4193961	6023501	5198237	582743	4193961	6023501	0	0	0	0	8994	682	8027	10381
	17	308736871	296269619	17622614	263291970	320576734	49.35	0.74	47.50	50.00	8680000	0	0	0	0	0	0	0	9030539	279351	8564377	9537895	835792	186936	642271	1174740	0	0	0	0	0	0	0	0	0	0	0	0	6570211	242058	6096000	6864000	0	0	0	0	0	0	0	0	0	0	0	0	1326245	355916	703155	2099951	0	0	0	0	298291	54226	204709	373210	0	0	0	0	43.52	7.00	29.61	50.24	309131	69139	237550	434486	0	0	0	0	41.76	4.97	40.00	55.80	12467252	2791532	8188370	17492371	0	0	0	0	0	0	0	0	0	0	0	0	0	13498667	317210	13008000	14256000	5602211	312606	5268049	6290724	5602211	312606	5268049	6290725	0	0	0	0	8579	680	7486	9804
	18	279513835	267349927	20369567	241561374	309881925	46.48	2.13	42.14	50.00	8317780	0	0	0	0	0	0	0	8594242	424931	7828581	9334165	978279	248711	561204	1294116	0	0	0	0	0	0	0	0	0	0	0	0	6550744	201758	6281365	6900694	0	0	0	0	0	0	0	0	0	0	0	0	761478	411048	234932	1728838	0	0	0	0	303741	59791	175712	385882	0	0	0	0	44.12	7.06	30.69	50.82	430035	110060	244684	570990	0	0	0	0	40.08	0.21	40.00	40.68	12163908	2399611	7028464	15435275	0	0	0	0	0	0	0	0	0	0	0	0	0	13546667	341500	13128000	14232000	6234445	632202	5063162	7235925	6234445	632202	5063162	7235926	0	0	0	0	7796	583	7250	9220
	19	266489782	255247704	19673200	228525264	289812083	44.79	2.83	40.62	48.66	8206570	0	0	0	0	0	0	0	8366346	381700	7723005	8918257	1002034	265988	545328	1356768	0	0	0	0	0	0	0	0	0	0	0	0	6594356	207204	6407398	7123627	0	0	0	0	0	0	0	0	0	0	0	0	488905	329119	73149	1132783	0	0	0	0	281052	44792	175171	333835	0	0	0	0	45.71	6.94	33.66	52.87	450186	119502	245000	609553	0	0	0	0	40.00	0	40.00	40.00	11242078	1791678	7006853	13353412	0	0	0	0	0	0	0	0	0	0	0	0	0	13653333	344733	13008000	14112000	6570073	710620	5213133	7614056	6570073	710620	5213133	7614056	0	0	0	0	7499	412	6989	8363
	20	262475939	251915885	22091765	212998949	284010986	45.04	3.04	40.53	48.66	8030747	0	0	0	0	0	0	0	8230404	423428	7486800	8934719	1002025	265995	545328	1356768	0	0	0	0	0	0	0	0	0	0	0	0	6420201	290781	5771812	6826608	0	0	0	0	0	0	0	0	0	0	0	0	544177	326758	62727	1030830	0	0	0	0	264001	44659	183288	328357	0	0	0	0	47.50	7.16	36.50	55.75	450186	119503	245000	609553	0	0	0	0	40.00	0	40.00	40.00	10560053	1786350	7331538	13134278	0	0	0	0	0	0	0	0	0	0	0	0	0	13394667	443325	12384000	13920000	6430289	673666	5313996	7352477	6430289	673666	5313996	7352477	0	0	0	0	7370	461	6502	8051
	21	250943155	241439066	15987525	212740691	261880733	42.95	3.33	37.68	46.61	7846251	0	0	0	0	0	0	0	7971863	287245	7550104	8342516	1002025	265989	545328	1356723	0	0	0	0	0	0	0	0	0	0	0	0	6344849	324312	5889094	6790654	0	0	0	0	0	0	0	0	0	0	0	0	387387	258365	41220	716464	0	0	0	0	237602	32281	169269	284981	0	0	0	0	49.45	7.46	39.60	58.66	450186	119503	245000	609553	0	0	0	0	40.00	0	40.00	40.00	9504089	1291258	6770741	11399254	0	0	0	0	0	0	0	0	0	0	0	0	0	13602667	369177	12864000	13968000	6870431	536863	6155638	7894449	6870431	536863	6155638	7894449	0	0	0	0	7179	280	6663	7526
	22	240488076	230940433	11272199	211313370	248849177	41.33	0.80	40.18	42.50	7686919	0	0	0	0	0	0	0	7743407	291383	7484426	8357830	995279	224731	594768	1318704	0	0	0	0	0	0	0	0	0	0	0	0	6302094	263446	5893673	6668807	0	0	0	0	0	0	0	0	0	0	0	0	207343	81038	100697	354157	0	0	0	0	238691	51138	179836	346570	0	0	0	0	51.79	7.58	43.37	61.36	495012	109559	299288	654004	0	0	0	0	40.00	0	40.00	40.00	9547643	2045528	7193459	13862804	0	0	0	0	0	0	0	0	0	0	0	0	0	13453333	360464	12792000	13824000	6943896	373700	6119043	7409441	6943896	373700	6119043	7409441	0	0	0	0	6946	252	6489	7366
	23	232049010	222152420	14507837	200076987	244181122	40.31	3.36	35.00	46.07	7370810	0	0	0	0	0	0	0	7486353	274407	7046684	7811442	986281	188636	660744	1268064	0	0	0	0	0	0	0	0	0	0	0	0	6032027	167501	5716485	6306361	0	0	0	0	0	0	0	0	0	0	0	0	220629	210115	0	577907	0	0	0	0	247415	43172	190503	336596	0	0	0	0	54.61	7.61	45.77	64.59	554782	106100	371669	713272	0	0	0	0	40.00	0	40.00	40.00	9896590	1726868	7620100	13463847	0	0	0	0	0	0	0	0	0	0	0	0	0	13461333	268792	13080000	13872000	7208677	567299	6415627	7937066	7208677	567299	6415627	7937066	0	0	0	0	6897	108	6734	7129
	24	214070833	206117934	18668377	177360826	235351670	37.88	3.09	35.00	43.48	6957695	0	0	0	0	0	0	0	7033461	535128	6292517	7809405	986276	188633	660744	1268064	0	0	0	0	0	0	0	0	0	0	0	0	5749077	370322	5067452	6244106	0	0	0	0	0	0	0	0	0	0	0	0	98005	131155	0	351248	0	0	0	0	200104	52382	111996	305155	0	0	0	0	57.96	7.88	48.22	68.84	554782	106100	371668	713269	0	0	0	0	39.61	0.99	36.82	40.00	7952899	2081650	4479832	12206201	0	0	0	0	0	0	0	0	0	0	0	0	0	13440000	426933	12792000	14184000	7592918	841501	6218201	8780548	7592918	841501	6218201	8780547	0	0	0	0	6768	195	6459	7014
	25	211566621	204335795	9047929	191783649	220591842	37.44	2.37	35.00	42.32	6935381	0	0	0	0	0	0	0	6996850	350489	6276416	7401177	986280	188617	660744	1268012	0	0	0	0	0	0	0	0	0	0	0	0	5747886	193902	5468004	6131203	0	0	0	0	0	0	0	0	0	0	0	0	63196	80672	0	253812	0	0	0	0	199489	50934	112930	277496	0	0	0	0	61.53	8.14	50.79	73.33	554782	106100	371669	713268	0	0	0	0	36.74	4.60	30.00	40.00	7230826	1782372	4517201	10357891	0	0	0	0	0	0	0	0	0	0	0	0	0	13394667	433397	12744000	14160000	7583585	596856	6728638	8525127	7583585	596856	6728638	8525126	0	0	0	0	6699	176	6371	6970
	26	211622047	204120703	13654320	180946880	219391062	37.39	2.16	35.00	41.61	6945989	0	0	0	0	0	0	0	6982122	488804	6408392	7684309	961747	170933	657139	1218624	0	0	0	0	0	0	0	0	0	0	0	0	5764796	379704	5169911	6199901	0	0	0	0	0	0	0	0	0	0	0	0	47057	53325	0	155303	0	0	0	0	208522	74846	120666	324912	0	0	0	0	65.04	8.15	53.83	77.14	532843	95491	363286	676281	0	0	0	0	36.67	4.71	30.00	40.00	7501344	2503127	4637495	12452776	0	0	0	0	0	0	0	0	0	0	0	0	0	13482667	461202	12576000	14064000	7670814	619248	6368358	8582089	7670814	619248	6368358	8582089	0	0	0	0	6676	229	6280	6978
	27	212553316	203638537	18381126	177680602	231135111	37.94	2.76	35.00	41.87	6906508	0	0	0	0	0	0	0	6852323	456327	6199223	7524894	814579	102961	635460	946176	0	0	0	0	0	0	0	0	0	0	0	0	5721597	433331	5076589	6323924	0	0	0	0	0	0	0	0	0	0	0	0	67653	84681	0	270684	0	0	0	0	248495	61611	155859	340491	0	0	0	0	67.26	7.79	56.98	78.89	401205	50714	312990	466011	0	0	0	0	36.67	4.71	30.00	40.00	8914779	1791006	6234379	12167728	0	0	0	0	0	0	0	0	0	0	0	0	0	13613333	285943	13272000	14064000	7824084	580865	6784147	8915411	7824083	580865	6784147	8915411	0	0	0	0	6659	199	6278	6933
	28	206389969	198240906	19113849	173944748	224599894	37.67	2.78	35.00	42.77	6709527	0	0	0	0	0	0	0	6671093	477933	6071185	7260438	814571	102969	635460	946176	0	0	0	0	0	0	0	0	0	0	0	0	5552098	437964	4969850	6129178	0	0	0	0	0	0	0	0	0	0	0	0	78350	118675	0	384837	0	0	0	0	226075	58427	139181	301931	0	0	0	0	68.90	7.41	60.23	80.61	401205	50714	312987	466011	0	0	0	0	36.67	4.71	30.00	40.00	8149063	1904163	5567221	11255507	0	0	0	0	0	0	0	0	0	0	0	0	0	13450667	272731	13056000	13824000	7820219	651045	7012361	8790172	7820219	651045	7012361	8790171	0	0	0	0	6606	242	6099	6923
	29	212434979	203645160	14016940	177662374	232455821	37.42	2.45	35.00	41.96	6889807	0	0	0	0	0	0	0	6839396	351452	6115591	7388391	814571	102974	635460	946145	0	0	0	0	0	0	0	0	0	0	0	0	5700083	351346	5076068	6363146	0	0	0	0	0	0	0	0	0	0	0	0	82845	121223	0	381308	0	0	0	0	241897	40026	194871	298848	0	0	0	0	70.61	7.26	63.12	82.64	401205	50713	312988	466011	0	0	0	0	36.37	4.54	30.00	40.00	8789819	1742817	6126815	11631212	0	0	0	0	0	0	0	0	0	0	0	0	0	13432000	472203	12216000	13944000	7649072	664695	6483602	8867932	7649072	664695	6483602	8867932	0	0	0	0	6664	185	6254	6927
	30	217010786	207855714	13067612	185244921	223300551	37.70	2.27	35.00	41.70	7067531	0	0	0	0	0	0	0	6997381	399196	6257883	7516712	814555	102957	635460	946092	0	0	0	0	0	0	0	0	0	0	0	0	5863157	320886	5283741	6257844	0	0	0	0	0	0	0	0	0	0	0	0	52904	63227	0	199217	0	0	0	0	266765	64074	174777	355832	0	0	0	0	72.05	7.29	64.69	83.99	401205	50713	312987	466012	0	0	0	0	34.52	4.91	30.00	40.00	9155073	2363715	5374032	13293684	0	0	0	0	0	0	0	0	0	0	0	0	0	13392000	442683	12504000	13944000	7475939	431045	6737363	8089042	7475939	431045	6737363	8089042	0	0	0	0	6746	280	6076	7177
	31	219607473	211843389	12884416	192625612	230185867	38.13	2.50	35.00	42.32	7170172	0	0	0	0	0	0	0	6915209	379508	6289873	7383541	672928	141815	462960	957744	0	0	0	0	0	0	0	0	0	0	0	0	5933400	282368	5492416	6333186	0	0	0	0	0	0	0	0	0	0	0	0	83488	90208	0	247462	0	0	0	0	225393	50841	172331	312081	0	0	0	0	73.18	7.43	65.80	84.93	294428	59884	204375	413380	0	0	0	0	34.44	4.97	30.00	40.00	7764083	2147132	5286855	12483221	0	0	0	0	0	0	0	0	0	0	0	0	0	13690667	288912	13248000	14016000	7673779	362727	6883244	8344411	7673779	362727	6883243	8344412	0	0	0	0	6898	209	6326	7077
	32	216952525	210017957	15557683	186223043	238042587	37.83	2.95	35.00	44.82	7108596	0	0	0	0	0	0	0	6782127	430994	6103882	7214440	616275	168319	393960	971919	0	0	0	0	0	0	0	0	0	0	0	0	5882539	314133	5320658	6277135	0	0	0	0	0	0	0	0	0	0	0	0	82582	147380	0	486511	0	0	0	0	200730	52460	116430	279375	0	0	0	0	73.67	7.77	65.64	84.96	251717	68752	160927	396991	0	0	0	0	34.44	4.97	30.00	40.00	6934568	2134608	3492889	11174990	0	0	0	0	0	0	0	0	0	0	0	0	0	13666667	320022	13224000	14016000	7701546	655613	6655288	8647342	7701546	655613	6655288	8647341	0	0	0	0	6873	107	6676	7056
	33	218044352	211089296	12277282	188200853	229123584	38.09	2.77	35.00	42.32	7150392	0	0	0	0	0	0	0	6815551	350010	6088235	7228377	616270	168326	393966	971964	0	0	0	0	0	0	0	0	0	0	0	0	5919642	259131	5375472	6224191	0	0	0	0	0	0	0	0	0	0	0	0	78036	98529	0	295235	0	0	0	0	201603	46628	134533	274141	0	0	0	0	74.24	8.06	65.74	86.75	251716	68752	160926	396991	0	0	0	0	34.44	4.97	30.00	40.00	6955055	1964721	4036002	10965643	0	0	0	0	0	0	0	0	0	0	0	0	0	13330667	541300	11952000	13776000	7332988	748868	5757320	8159341	7332988	748868	5757320	8159341	0	0	0	0	6704	128	6458	6870
