C	area	de	hourly
	VARIABLES	BEGIN	END
	9	1	8736

C	hourly				BASE	INT	PEAK	BASE	INT	PEAK	BASE	INT	PEAK
	108	05	JAN	11:00	30222	18679	0	0	0	0	30	21	0
	109	05	JAN	12:00	30222	17664	0	0	0	0	30	21	0
	110	05	JAN	13:00	30222	18209	0	0	0	0	30	21	0
	111	05	JAN	14:00	30222	19416	0	0	0	0	30	21	0
	112	05	JAN	15:00	30222	20517	877	0	0	0	30	21	1
	113	05	JAN	16:00	30222	20674	913	0	0	0	30	21	1
	114	05	JAN	17:00	30222	20626	45	0	0	0	30	21	0
	115	05	JAN	18:00	30222	21165	33	0	0	0	30	21	0
	116	05	JAN	19:00	30222	21237	46	0	0	0	30	21	0
	117	05	JAN	20:00	30222	20371	42	0	0	0	30	21	0
	118	05	JAN	21:00	30222	21124	83	0	0	0	30	21	0
	119	05	JAN	22:00	30222	20456	0	0	0	0	30	21	0
	120	05	JAN	23:00	30222	20829	0	0	0	0	30	21	0
	121	06	JAN	00:00	30444	17752	0	0	0	0	30	21	0
	122	06	JAN	01:00	30444	17226	0	0	0	0	30	21	0
	123	06	JAN	02:00	30444	14394	0	0	0	0	30	21	0
	124	06	JAN	03:00	30444	14522	0	0	0	0	30	21	0
	125	06	JAN	04:00	30444	14520	0	0	0	0	30	21	0
	126	06	JAN	05:00	30444	12837	0	0	0	0	30	21	0
	127	06	JAN	06:00	30444	13106	0	0	0	0	30	21	0
	128	06	JAN	07:00	30444	11929	0	0	0	0	30	21	0
	129	06	JAN	08:00	30444	12073	0	0	0	0	30	21	0
	130	06	JAN	09:00	30444	13353	0	0	0	0	30	21	0
	131	06	JAN	10:00	30444	14684	0	0	0	0	30	21	0
	132	06	JAN	11:00	30444	13299	0	0	0	0	30	21	0
	133	06	JAN	12:00	30444	16140	0	0	0	0	30	21	0
	134	06	JAN	13:00	30444	16177	0	0	0	0	30	21	0
	135	06	JAN	14:00	30444	15127	0	0	0	0	30	21	0
	136	06	JAN	15:00	30444	18203	0	0	0	0	30	21	0
	137	06	JAN	16:00	30444	19568	0	0	0	0	30	21	0
	138	06	JAN	17:00	30444	19970	0	0	0	0	30	21	0
	139	06	JAN	18:00	30444	19665	396	0	0	0	30	21	0
	140	06	JAN	19:00	30444	20286	0	0	0	0	30	21	0
	141	06	JAN	20:00	30444	19922	0	0	0	0	30	21	0
	142	06	JAN	21:00	30444	18719	0	0	0	0	30	21	0
	143	06	JAN	22:00	30444	18760	0	0	0	0	30	21	0
	144	06	JAN	23:00	30444	18871	0	0	0	0	30	21	0
	145	07	JAN	00:00	30111	16978	0	0	0	0	30	21	0
	146	07	JAN	01:00	30111	17055	0	0	0	0	30	21	0
	147	07	JAN	02:00	30111	14713	0	0	0	0	30	21	0
	148	07	JAN	03:00	30111	15114	0	0	0	0	30	21	0
	149	07	JAN	04:00	30111	13296	0	0	0	0	30	21	0
	150	07	JAN	05:00	30111	12385	0	0	0	0	30	21	0
	151	07	JAN	06:00	30111	12402	0	0	0	0	30	21	0
	152	07	JAN	07:00	30111	12218	0	0	0	0	30	21	0
	153	07	JAN	08:00	30111	12482	0	0	0	0	30	21	0
	154	07	JAN	09:00	30111	12324	0	0	0	0	30	21	0
	155	07	JAN	10:00	30111	12416	0	0	0	0	30	21	0
	156	07	JAN	11:00	30111	15293	0	0	0	0	30	21	0
	157	07	JAN	12:00	30111	14649	0	0	0	0	30	21	0
	158	07	JAN	13:00	30111	16422	0	0	0	0	30	21	0
	159	07	JAN	14:00	30111	16695	0	0	0	0	30	21	0
	160	07	JAN	15:00	30111	18906	1	0	0	0	30	21	0
	161	07	JAN	16:00	30111	16761	0	0	0	0	30	21	0
	162	07	JAN	17:00	30111	19757	0	0	0	0	30	21	0
	163	07	JAN	18:00	30111	18740	0	0	0	0	30	21	0
	164	07	JAN	19:00	30111	19318	0	0	0	0	30	21	0
	165	07	JAN	20:00	30111	20003	0	0	0	0	30	21	0
	166	07	JAN	21:00	30111	18652	0	0	0	0	30	21	0
	167	07	JAN	22:00	30111	18430	255	0	0	0	30	21	0
	168	07	JAN	23:00	30111	18108	0	0	0	0	30	21	0
	169	08	JAN	00:00	39333	22300	347	0	0	0	39	25	0
	170	08	JAN	01:00	39333	20183	0	0	0	0	39	26	0
	171	08	JAN	02:00	39333	19428	0	0	0	0	39	26	0
	172	08	JAN	03:00	39333	19516	0	0	0	0	39	26	0
	173	08	JAN	04:00	39333	18790	0	0	0	0	39	26	0
	174	08	JAN	05:00	39333	16933	0	0	0	0	39	26	0
	175	08	JAN	06:00	39333	17202	0	0	0	0	39	26	0
	176	08	JAN	07:00	39333	16393	0	0	0	0	39	26	0
	177	08	JAN	08:00	39333	17617	0	0	0	0	39	26	0
	178	08	JAN	09:00	39333	17485	0	0	0	0	39	26	0
	179	08	JAN	10:00	39333	17441	0	0	0	0	39	26	0
	180	08	JAN	11:00	39333	19325	0	0	0	0	39	26	0
	181	08	JAN	12:00	39333	21398	0	0	0	0	39	26	0
	182	08	JAN	13:00	39333	21883	0	0	0	0	39	26	0
	183	08	JAN	14:00	39333	21391	0	0	0	0	39	26	0
	184	08	JAN	15:00	39333	23769	0	0	0	0	39	26	0
	185	08	JAN	16:00	39333	24431	216	0	0	0	39	26	0
	186	08	JAN	17:00	39333	24283	291	0	0	0	39	26	0
	187	08	JAN	18:00	39333	23843	0	0	0	0	39	27	0
	188	08	JAN	19:00	39333	25328	0	0	0	0	39	27	0
	189	08	JAN	20:00	39333	24712	0	0	0	0	39	27	0
	190	08	JAN	21:00	39333	24415	0	0	0	0	39	27	0
	191	08	JAN	22:00	39333	24494	0	0	0	0	39	27	0
	192	08	JAN	23:00	39333	23701	20	0	0	0	39	27	0
	193	09	JAN	00:00	38667	24182	0	0	0	0	39	27	0
	194	09	JAN	01:00	38667	25244	599	0	0	0	39	27	1
	195	09	JAN	02:00	38667	24515	0	0	0	0	39	27	0
	196	09	JAN	03:00	38667	24533	0	0	0	0	39	27	0
	197	09	JAN	04:00	38667	23095	0	0	0	0	39	27	0
	198	09	JAN	05:00	38667	22532	0	0	0	0	39	27	0
	199	09	JAN	06:00	38667	18794	0	0	0	0	39	27	0
	200	09	JAN	07:00	38667	21356	0	0	0	0	39	27	0
	201	09	JAN	08:00	38667	23359	0	0	0	0	39	27	0
	202	09	JAN	09:00	38667	21266	0	0	0	0	39	27	0
	203	09	JAN	10:00	38667	23551	0	0	0	0	39	27	0
	204	09	JAN	11:00	38667	23824	0	0	0	0	39	27	0
	205	09	JAN	12:00	38667	23027	174	0	0	0	39	27	0
	206	09	JAN	13:00	38667	23569	0	0	0	0	39	27	0
	207	09	JAN	14:00	38667	25781	0	0	0	0	39	27	0
	208	09	JAN	15:00	38667	25717	648	0	0	0	39	27	1
	209	09	JAN	16:00	38667	26565	842	0	0	0	39	27	1
	210	09	JAN	17:00	38667	26059	344	0	0	0	39	27	0
	211	09	JAN	18:00	38667	26826	542	0	0	0	39	27	1
	212	09	JAN	19:00	38667	25512	2206	0	0	0	39	27	2
	213	09	JAN	20:00	38667	26845	1294	0	0	0	39	27	2
	214	09	JAN	21:00	38667	26403	452	0	0	0	39	27	1
	215	09	JAN	22:00	38667	25832	915	0	0	0	39	27	1
	216	09	JAN	23:00	38667	25163	1306	0	0	0	39	27	2
	217	10	JAN	00:00	38889	26358	1220	0	0	0	39	27	1
	218	10	JAN	01:00	38889	25939	851	0	0	0	39	27	1
	219	10	JAN	02:00	38889	25518	586	0	0	0	39	27	1
	220	10	JAN	03:00	38889	25837	0	0	0	0	39	27	0
	221	10	JAN	04:00	38889	25225	0	0	0	0	39	27	0
	222	10	JAN	05:00	38889	24088	639	0	0	0	39	27	1
	223	10	JAN	06:00	38889	24700	0	0	0	0	39	27	0
	224	10	JAN	07:00	38889	23109	0	0	0	0	39	27	0
	225	10	JAN	08:00	38889	23204	0	0	0	0	39	27	0
	226	10	JAN	09:00	38889	24234	0	0	0	0	39	27	0
	227	10	JAN	10:00	38889	23689	0	0	0	0	39	27	0
	228	10	JAN	11:00	38889	25702	0	0	0	0	39	27	0
	229	10	JAN	12:00	38889	23704	0	0	0	0	39	27	0
	230	10	JAN	13:00	38889	25920	1153	0	0	0	39	27	1
	231	10	JAN	14:00	38889	25637	1458	0	0	0	39	27	2
	232	10	JAN	15:00	38889	26578	1310	0	0	0	39	27	2
	233	10	JAN	16:00	38889	26520	2703	0	0	0	39	27	4
	234	10	JAN	17:00	38889	26968	2098	0	0	0	39	27	4
	235	10	JAN	18:00	38889	27174	3995	0	0	0	39	27	4
	236	10	JAN	19:00	38889	26483	4093	0	0	0	39	27	4
	237	10	JAN	20:00	38889	27025	3269	0	0	0	39	27	5
	238	10	JAN	21:00	38889	26593	3758	0	0	0	39	27	4
	239	10	JAN	22:00	38889	25766	1738	0	0	0	39	27	3
	240	10	JAN	23:00	38889	27319	2024	0	0	0	39	27	2
	241	11	JAN	00:00	39222	26017	584	0	0	0	39	27	1
	242	11	JAN	01:00	39222	24856	340	0	0	0	39	27	0
	243	11	JAN	02:00	39222	25281	88	0	0	0	39	27	0
	244	11	JAN	03:00	39222	24078	0	0	0	0	39	27	0
	245	11	JAN	04:00	39222	25454	698	0	0	0	39	27	1
	246	11	JAN	05:00	39222	24987	0	0	0	0	39	27	0
	247	11	JAN	06:00	39222	22932	530	0	0	0	39	27	1
	248	11	JAN	07:00	39222	23997	0	0	0	0	39	27	0
	249	11	JAN	08:00	39222	22989	177	0	0	0	39	27	0
	250	11	JAN	09:00	39222	21599	0	0	0	0	39	27	0
	251	11	JAN	10:00	39222	25149	304	0	0	0	39	27	0
	252	11	JAN	11:00	39222	23785	825	0	0	0	39	27	1
	253	11	JAN	12:00	39222	25133	131	0	0	0	39	27	1
	254	11	JAN	13:00	39222	24378	223	0	0	0	39	27	1
	255	11	JAN	14:00	39222	25825	2091	0	0	0	39	27	2
	256	11	JAN	15:00	39222	26068	1804	0	0	0	39	27	3
	257	11	JAN	16:00	39222	25682	1405	0	0	0	39	27	3
	258	11	JAN	17:00	39222	27320	1841	0	0	0	39	27	3
	259	11	JAN	18:00	39222	27333	2998	0	0	0	39	27	4
	260	11	JAN	19:00	39222	27333	2397	0	0	0	39	27	4
	261	11	JAN	20:00	39222	26698	3943	0	0	0	39	27	4
	262	11	JAN	21:00	39222	26364	1923	0	0	0	39	27	3
	263	11	JAN	22:00	39222	27104	2319	0	0	0	39	27	3
	264	11	JAN	23:00	39222	25275	1011	0	0	0	39	27	2
	265	12	JAN	00:00	39444	24913	836	0	0	0	39	27	1
	266	12	JAN	01:00	39444	24517	772	0	0	0	39	27	1
	267	12	JAN	02:00	39444	23772	0	0	0	0	39	27	0
	268	12	JAN	03:00	39444	22188	743	0	0	0	39	27	1
	269	12	JAN	04:00	39444	21824	0	0	0	0	39	27	0
	270	12	JAN	05:00	39444	22837	0	0	0	0	39	27	0
	271	12	JAN	06:00	39444	20047	0	0	0	0	39	27	0
	272	12	JAN	07:00	39444	21642	0	0	0	0	39	27	0
	273	12	JAN	08:00	39444	20343	0	0	0	0	39	27	0
	274	12	JAN	09:00	39444	21972	526	0	0	0	39	27	1
	275	12	JAN	10:00	39444	23487	0	0	0	0	39	27	0
	276	12	JAN	11:00	39444	24776	0	0	0	0	39	27	0
	277	12	JAN	12:00	39444	23669	0	0	0	0	39	27	0
	278	12	JAN	13:00	39444	25256	388	0	0	0	39	27	0
	279	12	JAN	14:00	39444	23345	209	0	0	0	39	27	0
	280	12	JAN	15:00	39444	26853	1192	0	0	0	39	27	1
	281	12	JAN	16:00	39444	26258	493	0	0	0	39	27	1
	282	12	JAN	17:00	39444	27264	1213	0	0	0	39	27	2
	283	12	JAN	18:00	39444	25693	2182	0	0	0	39	27	2
	284	12	JAN	19:00	39444	26523	755	0	0	0	39	27	1
	285	12	JAN	20:00	39444	26388	640	0	0	0	39	27	1
	286	12	JAN	21:00	39444	26948	1760	0	0	0	39	27	2
	287	12	JAN	22:00	39444	26247	309	0	0	0	39	27	1
	288	12	JAN	23:00	39444	26860	178	0	0	0	39	27	1
	289	13	JAN	00:00	39222	21774	513	0	0	0	39	27	1
	290	13	JAN	01:00	39222	22374	1	0	0	0	39	27	0
	291	13	JAN	02:00	39222	20632	0	0	0	0	39	27	0
	292	13	JAN	03:00	39222	19587	0	0	0	0	39	27	0
	293	13	JAN	04:00	39222	17981	0	0	0	0	39	27	0
	294	13	JAN	05:00	39222	17571	0	0	0	0	39	27	0
	295	13	JAN	06:00	39222	18723	0	0	0	0	39	27	0
	296	13	JAN	07:00	39222	18834	0	0	0	0	39	27	0
	297	13	JAN	08:00	39222	18039	19	0	0	0	39	27	0
	298	13	JAN	09:00	39222	18872	116	0	0	0	39	27	0
	299	13	JAN	10:00	39222	19444	116	0	0	0	39	27	0
	300	13	JAN	11:00	39222	20646	136	0	0	0	39	27	0
	301	13	JAN	12:00	39222	19716	0	0	0	0	39	27	0
	302	13	JAN	13:00	39222	22895	404	0	0	0	39	27	0
	303	13	JAN	14:00	39222	23254	0	0	0	0	39	27	0
	304	13	JAN	15:00	39222	24856	0	0	0	0	39	27	0
	305	13	JAN	16:00	39222	24540	0	0	0	0	39	27	0
	306	13	JAN	17:00	39222	26268	397	0	0	0	39	27	1
	307	13	JAN	18:00	39222	25760	96	0	0	0	39	27	0
	308	13	JAN	19:00	39222	25186	196	0	0	0	39	27	0
	309	13	JAN	20:00	39222	26180	1115	0	0	0	39	27	1
	310	13	JAN	21:00	39222	24706	1135	0	0	0	39	27	1
	311	13	JAN	22:00	39222	24707	72	0	0	0	39	27	0
	312	13	JAN	23:00	39222	23709	0	0	0	0	39	27	0
	313	14	JAN	00:00	39333	20916	0	0	0	0	39	27	0
	314	14	JAN	01:00	39333	21398	536	0	0	0	39	27	1
	315	14	JAN	02:00	39333	19570	0	0	0	0	39	27	0
	316	14	JAN	03:00	39333	18485	0	0	0	0	39	27	0
	317	14	JAN	04:00	39333	17686	0	0	0	0	39	27	0
	318	14	JAN	05:00	39333	17084	0	0	0	0	39	27	0
	319	14	JAN	06:00	39333	15140	0	0	0	0	39	27	0
	320	14	JAN	07:00	39333	15800	0	0	0	0	39	27	0
	321	14	JAN	08:00	39333	17249	0	0	0	0	39	27	0
	322	14	JAN	09:00	39333	16513	0	0	0	0	39	27	0
	323	14	JAN	10:00	39333	18697	0	0	0	0	39	27	0
	324	14	JAN	11:00	39333	19712	0	0	0	0	39	27	0
	325	14	JAN	12:00	39333	19164	179	0	0	0	39	27	0
	326	14	JAN	13:00	39333	20599	242	0	0	0	39	27	0
	327	14	JAN	14:00	39333	22137	0	0	0	0	39	27	0
	328	14	JAN	15:00	39333	23566	0	0	0	0	39	27	0
	329	14	JAN	16:00	39333	24064	0	0	0	0	39	27	0
	330	14	JAN	17:00	39333	24810	708	0	0	0	39	27	1
	331	14	JAN	18:00	39333	25309	36	0	0	0	39	27	1
	332	14	JAN	19:00	39333	25352	83	0	0	0	39	27	1
	333	14	JAN	20:00	39333	25579	847	0	0	0	39	27	1
	334	14	JAN	21:00	39333	24305	963	0	0	0	39	27	1
	335	14	JAN	22:00	39333	25448	0	0	0	0	39	27	0
	336	14	JAN	23:00	39333	22659	0	0	0	0	39	27	0
	337	15	JAN	00:00	39333	25088	0	0	0	0	39	27	0
	338	15	JAN	01:00	39333	22812	0	0	0	0	39	27	0
	339	15	JAN	02:00	39333	23042	0	0	0	0	39	27	0
	340	15	JAN	03:00	39333	21748	0	0	0	0	39	27	0
	341	15	JAN	04:00	39333	20032	0	0	0	0	39	27	0
	342	15	JAN	05:00	39333	17971	0	0	0	0	39	27	0
	343	15	JAN	06:00	39333	17355	0	0	0	0	39	27	0
	344	15	JAN	07:00	39333	19563	0	0	0	0	39	27	0
	345	15	JAN	08:00	39333	17910	0	0	0	0	39	27	0
	346	15	JAN	09:00	39333	18963	0	0	0	0	39	27	0
	347	15	JAN	10:00	39333	19693	0	0	0	0	39	27	0
	348	15	JAN	11:00	39333	20664	0	0	0	0	39	27	0
	349	15	JAN	12:00	39333	20663	0	0	0	0	39	27	0
	350	15	JAN	13:00	39333	20669	0	0	0	0	39	27	0
	351	15	JAN	14:00	39333	21854	0	0	0	0	39	27	0
	352	15	JAN	15:00	39333	23927	0	0	0	0	39	27	0
	353	15	JAN	16:00	39333	24002	351	0	0	0	39	27	0
	354	15	JAN	17:00	39333	25363	442	0	0	0	39	27	0
	355	15	JAN	18:00	39333	26409	429	0	0	0	39	27	0
	356	15	JAN	19:00	39333	25607	514	0	0	0	39	27	1
	357	15	JAN	20:00	39333	26009	579	0	0	0	39	27	1
	358	15	JAN	21:00	39333	25468	586	0	0	0	39	27	1
	359	15	JAN	22:00	39333	24804	0	0	0	0	39	27	0
	360	15	JAN	23:00	39333	24012	0	0	0	0	39	27	0
	361	16	JAN	00:00	39333	25290	0	0	0	0	39	27	0
	362	16	JAN	01:00	39333	23386	0	0	0	0	39	27	0
	363	16	JAN	02:00	39333	23468	537	0	0	0	39	27	1
	364	16	JAN	03:00	39333	24147	481	0	0	0	39	27	1
	365	16	JAN	04:00	39333	24200	0	0	0	0	39	27	0
	366	16	JAN	05:00	39333	22664	0	0	0	0	39	27	0
	367	16	JAN	06:00	39333	21094	0	0	0	0	39	27	0
	368	16	JAN	07:00	39333	21728	0	0	0	0	39	27	0
	369	16	JAN	08:00	39333	20161	302	0	0	0	39	27	0
	370	16	JAN	09:00	39333	21378	0	0	0	0	39	27	0
	371	16	JAN	10:00	39333	22192	0	0	0	0	39	27	0
	372	16	JAN	11:00	39333	22675	0	0	0	0	39	27	0
	373	16	JAN	12:00	39333	22851	0	0	0	0	39	27	0
	374	16	JAN	13:00	39333	24023	721	0	0	0	39	27	1
	375	16	JAN	14:00	39333	24109	844	0	0	0	39	27	1
	376	16	JAN	15:00	39333	25461	47	0	0	0	39	27	0
	377	16	JAN	16:00	39333	26124	138	0	0	0	39	27	0
	378	16	JAN	17:00	39333	26050	163	0	0	0	39	27	0
	379	16	JAN	18:00	39333	27111	225	0	0	0	39	27	0
	380	16	JAN	19:00	39333	27111	296	0	0	0	39	27	0
	381	16	JAN	20:00	39333	26587	167	0	0	0	39	27	0
	382	16	JAN	21:00	39333	26732	65	0	0	0	39	27	0
	383	16	JAN	22:00	39333	25821	0	0	0	0	39	27	0
	384	16	JAN	23:00	39333	26289	0	0	0	0	39	27	0
	385	17	JAN	00:00	39889	26683	837	0	0	0	40	27	1
	386	17	JAN	01:00	39889	26417	0	0	0	0	40	27	0
	387	17	JAN	02:00	39889	25249	0	0	0	0	40	27	0
	388	17	JAN	03:00	39889	24238	372	0	0	0	40	27	0
	389	17	JAN	04:00	39889	25676	0	0	0	0	40	27	0
	390	17	JAN	05:00	39889	22916	0	0	0	0	40	27	0
	391	17	JAN	06:00	39889	23344	291	0	0	0	40	27	0
	392	17	JAN	07:00	39889	23523	0	0	0	0	40	27	0
	393	17	JAN	08:00	39889	23219	0	0	0	0	40	27	0
	394	17	JAN	09:00	39889	23877	0	0	0	0	40	27	0
	395	17	JAN	10:00	39889	25003	394	0	0	0	40	27	0
	396	17	JAN	11:00	39889	24438	0	0	0	0	40	27	0
	397	17	JAN	12:00	39889	26019	0	0	0	0	40	27	0
	398	17	JAN	13:00	39889	26957	126	0	0	0	40	27	0
	399	17	JAN	14:00	39889	25405	1395	0	0	0	40	27	2
	400	17	JAN	15:00	39889	25813	1000	0	0	0	40	27	2
	401	17	JAN	16:00	39889	26921	2264	0	0	0	40	27	3
	402	17	JAN	17:00	39889	27067	1692	0	0	0	40	27	3
	403	17	JAN	18:00	39889	27222	2781	0	0	0	40	27	3
	404	17	JAN	19:00	39889	26740	2166	0	0	0	40	27	2
	405	17	JAN	20:00	39889	26298	2144	0	0	0	40	27	2
	406	17	JAN	21:00	39889	26426	1988	0	0	0	40	27	2
	407	17	JAN	22:00	39889	27222	1695	0	0	0	40	27	2
	408	17	JAN	23:00	39889	26282	1310	0	0	0	40	27	2
	409	18	JAN	00:00	40111	26506	433	0	0	0	40	28	1
	410	18	JAN	01:00	40111	27271	331	0	0	0	40	28	0
	411	18	JAN	02:00	40111	26258	128	0	0	0	40	28	0
	412	18	JAN	03:00	40111	26588	0	0	0	0	40	28	0
	413	18	JAN	04:00	40111	25680	851	0	0	0	40	28	1
	414	18	JAN	05:00	40111	23943	0	0	0	0	40	28	0
