C	area	va	hourly
	VARIABLES	BEGIN	END
	122	1	8736

C	hourly				OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	15	01	JAN	14:00	2577749	2529696	157532	2250500	2745000	55.00	11.18	50.00	80.00	61751	0	0	0	0	0	0	0	68310	3197	62749	72520	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	0	0	0	0	22419	3424	15610	29000	0	0	0	0	1201	2281	0	8000	0	0	0	0	60.83	9.98	47.89	76.24	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	48053	91242	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	17998	4160	14000	29390	17979	4478	11034	29390	0	0	0	0	64	3	58	68
	16	01	JAN	15:00	2631967	2537770	236437	2263400	3131480	55.00	11.18	50.00	80.00	61744	0	0	0	0	0	0	0	69592	3112	63792	73959	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	403	1335	0	4831	21936	3966	16653	29000	0	0	0	0	2564	2889	0	8000	0	0	0	0	60.83	9.97	47.91	76.25	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	94197	108421	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	18078	5327	9169	28347	17275	4573	9169	28347	0	0	0	0	65	3	59	71
	17	01	JAN	16:00	2702049	2634914	172208	2366550	2938400	57.50	12.99	50.00	80.00	62933	0	0	0	0	0	0	0	70705	3278	65070	75848	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	312	832	0	2980	24023	3031	17931	29000	0	0	0	0	1680	2826	0	8000	0	0	0	0	60.83	9.97	47.93	76.27	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	67136	113073	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	16081	4024	11020	27069	16806	4653	7280	27069	0	0	0	0	66	3	60	71
	18	01	JAN	17:00	2728682	2604347	301634	2247967	3417640	57.50	12.99	50.00	80.00	62465	0	0	0	0	0	0	0	71586	3392	65793	77536	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	701	2324	0	8408	22791	3978	16959	29000	0	0	0	0	3405	3258	0	8000	0	0	0	0	60.81	9.96	47.95	76.28	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	124335	119833	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	16925	5335	5592	26346	16480	4700	6226	26346	0	0	0	0	66	4	61	75
	19	01	JAN	18:00	2778365	2727283	256455	2425000	3479000	57.50	12.99	50.00	80.00	63924	0	0	0	0	0	0	0	71896	3465	66239	78303	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	765	2536	0	9175	25147	2690	19100	29000	0	0	0	0	1294	2267	0	7379	0	0	0	0	60.82	9.96	47.98	76.28	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	51082	90856	0	295160	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	14505	4509	4825	25900	16346	4650	6226	25900	0	0	0	0	67	4	62	76
	20	01	JAN	19:00	2787008	2736093	254196	2421150	3491560	57.50	12.99	50.00	80.00	64026	0	0	0	0	0	0	0	72053	3361	66162	78460	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	778	2579	0	9332	25303	2638	19023	29000	0	0	0	0	1283	2370	0	7637	0	0	0	0	60.83	9.97	48.00	76.29	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	50916	94957	0	305480	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	14336	4475	4668	25977	16234	4683	6226	25977	0	0	0	0	67	4	62	76
	21	01	JAN	20:00	2780468	2752085	263089	2406400	3419400	57.50	12.99	50.00	80.00	64126	0	0	0	0	0	0	0	71596	3302	65867	77558	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	1130	2614	0	8430	25060	2671	18728	29000	0	0	0	0	718	1955	0	7161	0	0	0	0	60.84	9.97	48.02	76.30	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	28383	78279	0	286440	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	14228	4694	5570	26272	16370	4711	6226	26272	0	0	0	0	67	4	62	75
	22	01	JAN	21:00	2750358	2708258	288313	2130546	3346120	55.00	11.18	50.00	80.00	63628	0	0	0	0	0	0	0	71119	3377	65172	76642	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	1022	2354	0	7514	24355	3913	13211	29000	0	0	0	0	1053	2239	0	7047	0	0	0	0	60.85	9.98	47.99	76.32	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	42100	89566	0	281880	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	15040	5829	6486	31789	16517	4781	6486	26967	0	0	0	0	67	3	62	74
	23	01	JAN	22:00	2672189	2556327	211549	2232269	2812150	57.50	12.99	50.00	80.00	62056	0	0	0	0	0	0	0	70646	3334	64308	75754	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	56	187	0	676	22861	4444	17169	29000	0	0	0	0	3039	3124	0	8000	0	0	0	0	60.83	9.98	48.02	76.33	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	115862	119931	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	17499	4654	12439	27831	16861	4774	7374	27831	0	0	0	0	67	3	62	73
	24	01	JAN	23:00	2657429	2630786	200924	2307850	3163880	55.00	11.18	50.00	80.00	62851	0	0	0	0	0	0	0	69535	3058	63896	74364	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40250	1362	37000	42000	0	0	0	0	0	0	0	0	436	1447	0	5236	23743	2958	16757	29000	0	0	0	0	666	1530	0	4852	0	0	0	0	60.85	9.98	48.04	76.34	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	26643	61192	0	194080	0	0	0	0	0	0	0	0	0	0	0	0	0	80667	2427	77000	87000	16238	4400	8764	28243	17257	4642	8764	28243	0	0	0	0	67	3	62	73
	25	02	JAN	00:00	2789643	2645502	304452	2158791	3169400	57.50	12.99	50.00	80.00	62847	0	0	0	0	0	0	0	72637	3010	67290	77256	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	882	1865	0	6055	23382	5103	13776	29000	0	0	0	0	3767	3530	0	8000	0	0	0	0	60.83	9.99	48.00	76.36	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	144142	135225	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	16403	5865	7945	30224	16205	4418	6226	24527	0	0	0	0	68	3	62	73
	26	02	JAN	01:00	2718394	2598776	303751	2075191	3236360	57.50	12.99	50.00	80.00	62329	0	0	0	0	0	0	0	71188	3132	65618	75581	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	718	1771	0	6142	22711	4841	12104	29000	0	0	0	0	3154	3213	0	8000	0	0	0	0	60.82	10.00	47.95	76.37	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	119617	120613	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	17238	5949	7858	31896	16470	4283	7858	25521	0	0	0	0	67	3	62	73
	27	02	JAN	02:00	2630913	2500367	214948	2103150	2787900	57.50	12.99	50.00	80.00	61334	0	0	0	0	0	0	0	69948	3090	64262	74522	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	0	0	0	0	21891	4635	13363	29000	0	0	0	0	3451	3530	0	8000	0	0	0	0	60.80	9.99	47.98	76.37	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	130547	134764	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	18776	4778	13642	26877	16905	4250	9584	26877	0	0	0	0	66	2	62	69
	28	02	JAN	03:00	2579127	2505233	244215	2186250	3017160	55.00	11.18	50.00	80.00	61319	0	0	0	0	0	0	0	68601	2957	62866	72823	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	284	940	0	3402	21534	4541	15078	29000	0	0	0	0	2177	3387	0	8000	0	0	0	0	60.80	9.98	48.00	76.39	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	73894	114772	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	18849	5147	10598	28273	17399	4338	10598	28273	0	0	0	0	67	2	62	70
	29	02	JAN	04:00	2526334	2454814	256075	2035763	2766520	55.00	11.18	50.00	80.00	60766	0	0	0	0	0	0	0	67486	2809	62240	71546	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	85	282	0	1019	20844	5115	13415	29000	0	0	0	0	1951	3106	0	8000	0	0	0	0	60.80	9.98	48.02	76.40	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	71520	113279	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	19738	5388	12981	28899	18014	4196	12127	28899	0	0	0	0	67	2	62	69
	30	02	JAN	05:00	2477972	2358933	293078	1994100	2812680	52.50	8.29	50.00	80.00	59619	0	0	0	0	0	0	0	66769	2678	61639	70187	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	71	234	0	846	18949	5812	11182	29000	0	0	0	0	3143	3765	0	8000	0	0	0	0	60.78	9.98	48.04	76.41	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	119039	143456	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	21647	6126	13154	29500	18596	4059	13154	29500	0	0	0	0	66	2	62	69
	31	02	JAN	06:00	2476014	2403641	266824	1956500	2832280	52.50	8.29	50.00	80.00	60150	0	0	0	0	0	0	0	66317	2683	61555	70219	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	91	302	0	1091	19811	5380	10430	29000	0	0	0	0	1809	3180	0	8000	0	0	0	0	60.79	9.98	48.07	76.43	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	72372	127196	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	20765	5379	12909	29584	18956	4071	12909	29584	0	0	0	0	67	2	62	69
	32	02	JAN	07:00	2457371	2387225	245243	1975063	2745000	52.50	8.29	50.00	80.00	59977	0	0	0	0	0	0	0	66151	2784	61274	70589	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	0	0	0	0	19628	5186	12015	29000	0	0	0	0	1917	3109	0	8000	0	0	0	0	60.79	9.97	48.09	76.44	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	70147	113329	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	21039	5177	14000	29865	19122	4166	12539	29865	0	0	0	0	66	2	62	69
	33	02	JAN	08:00	2487597	2468026	234232	2030384	2931080	52.50	8.29	50.00	80.00	60896	0	0	0	0	0	0	0	66386	3054	61304	71454	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	194	643	0	2326	20934	4566	11908	29000	0	0	0	0	652	2164	0	7828	0	0	0	0	60.80	9.96	48.11	76.46	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	19571	64909	0	234850	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	19539	5036	11674	29720	18891	4346	11674	29720	0	0	0	0	67	2	62	69
	34	02	JAN	09:00	2493588	2446039	241652	1987463	2745000	55.00	11.18	50.00	80.00	60682	0	0	0	0	0	0	0	66766	2912	61981	71569	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	0	0	0	0	20804	5031	12349	29000	0	0	0	0	1355	2591	0	8000	0	0	0	0	60.80	9.96	48.13	76.47	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	47549	87665	0	240000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	19863	5225	14000	29651	18583	4264	11559	29158	0	0	0	0	66	2	62	69
	35	02	JAN	10:00	2553163	2528659	229995	2084200	3023160	55.00	11.18	50.00	80.00	61599	0	0	0	0	0	0	0	67668	2875	63184	72605	4440	1069	3128	7056	0	0	0	0	0	0	0	0	0	0	0	0	40167	1404	37000	42000	0	0	0	0	0	0	0	0	290	961	0	3477	21993	4096	13684	29000	0	0	0	0	779	2209	0	8000	0	0	0	0	60.81	9.95	48.15	76.48	1903	458	1341	3024	0	0	0	0	37.50	4.33	30.00	40.00	24503	66655	0	240000	0	0	0	0	0	0	0	0	0	0	0	0	0	80833	1993	77000	86000	18384	4987	10523	28316	17789	4255	10523	27955	0	0	0	0	67	2	62	70
