C	area	va	daily
	VARIABLES	BEGIN	END
	122	1	364

C	daily			OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	9	09	JAN	67087613	64343897	5842322	57380860	79929852	57.92	11.67	50.00	80.00	1507982	0	0	0	0	0	0	0	1734489	67908	1654025	1897342	106551	25654	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	954000	62064	840000	1032000	0	0	0	0	0	0	0	0	31786	75514	0	271623	568221	62986	475617	692858	0	0	0	0	73931	33393	31670	138109	0	0	0	0	59.31	9.69	44.26	73.15	45665	10995	32174	72581	0	0	0	0	37.50	4.33	30.00	40.00	2743716	1264504	1266794	5524360	0	0	0	0	0	0	0	0	0	0	0	0	0	1932000	88994	1752000	2064000	377993	129949	64377	524967	377675	134937	73556	566769	0	0	0	0	1649	69	1492	1752
	10	10	JAN	73390099	67709629	7162497	57751631	82901440	198.13	465.02	50.00	1740.00	1538607	0	0	0	0	0	0	0	1813666	85995	1643151	1971877	106550	25654	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	950000	63844	840000	1032000	0	0	0	0	0	0	0	0	57341	96924	0	308768	597448	63592	464351	696000	0	0	0	0	102236	26624	64000	149166	0	0	0	0	58.90	9.69	43.36	72.99	45665	10995	32174	72581	0	0	0	0	37.58	4.20	30.00	40.00	3838803	1078572	1920000	5966640	92	305	0	1105	0	0	0	0	0.17	0.55	0	2.00	8.33	1916000	90244	1752000	2064000	311212	141730	27232	543649	339227	145268	32406	569830	0	0	0	0	1671	82	1535	1836
	11	11	JAN	113634233	66081889	6510716	56228915	82588480	751.87	2299.99	50.00	8380.00	1524935	0	0	0	0	0	0	0	1799276	85538	1627775	1957010	106550	25654	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	954000	66543	840000	1056000	0	0	0	0	0	0	0	0	46798	89322	0	319856	578961	63717	418978	672000	0	0	0	0	110800	28639	48008	144082	0	0	0	0	58.28	9.74	42.36	72.67	45665	10995	32174	72580	0	0	0	0	38.16	3.69	30.00	40.00	4219011	1154927	1920324	5763280	2167	7186	0	26000	0	0	0	0	0.83	2.76	0	10.00	8.33	1914000	94552	1728000	2064000	334241	139996	16144	589022	344615	148621	-5381	574607	0	0	0	0	1647	66	1553	1773
	12	12	JAN	66593318	64048549	7132633	52812851	82446194	57.81	12.85	50.00	80.00	1494345	0	0	0	0	0	0	0	1712142	87767	1536344	1868681	106550	25654	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	944000	62992	840000	1032000	0	0	0	0	0	0	0	0	40606	90116	0	318077	555202	76318	367457	672000	0	0	0	0	65784	24639	22204	101546	0	0	0	0	57.85	9.74	41.79	72.35	45665	10995	32174	72581	0	0	0	0	38.33	3.73	30.00	40.00	2544769	1012418	775110	4061840	0	0	0	0	0	0	0	0	0	0	0	0	0	1898000	84546	1728000	2040000	358192	150952	17923	616543	370021	144648	37245	590048	0	0	0	0	1629	56	1559	1728
	13	13	JAN	60696624	59173646	5250878	51026358	70716569	55.94	10.60	50.00	80.00	1445950	0	0	0	0	0	0	0	1605697	70657	1458537	1708325	106550	25654	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	948000	62354	840000	1032000	0	0	0	0	0	0	0	0	13745	33347	0	120457	497880	96780	331727	678406	0	0	0	0	39522	18897	8036	63087	0	0	0	0	57.76	9.70	41.71	72.15	45665	10995	32174	72580	0	0	0	0	38.33	3.73	30.00	40.00	1522978	781068	321440	2523492	0	0	0	0	0	0	0	0	0	0	0	0	0	1914000	85487	1752000	2064000	454374	134474	215543	652273	435859	128394	190747	640649	0	0	0	0	1606	62	1499	1728
	14	14	JAN	58502390	57526773	4044697	51580612	65825285	53.65	6.40	50.00	67.50	1430162	0	0	0	0	0	0	0	1565589	47767	1499211	1656880	106550	25654	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	950000	60762	840000	1032000	0	0	0	0	0	0	0	0	4458	12428	0	45304	478403	91553	342812	650444	0	0	0	0	26178	19573	4851	65599	0	0	0	0	57.87	9.63	41.99	72.13	45665	10995	32174	72581	0	0	0	0	38.33	3.73	30.00	40.00	975617	694801	194030	2283797	0	0	0	0	0	0	0	0	0	0	0	0	0	1918000	74913	1776000	2064000	485139	101262	309077	641188	469018	99160	301705	616346	0	0	0	0	1595	61	1496	1728
	15	15	JAN	60357477	58886118	3523742	54310178	65964755	54.06	7.11	50.00	68.75	1443972	0	0	0	0	0	0	0	1604840	58267	1545126	1743337	106551	25655	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	946000	57515	816000	1032000	0	0	0	0	0	0	0	0	2082	6088	0	22187	512190	79420	401693	662768	0	0	0	0	38016	15565	13751	69312	0	0	0	0	58.04	9.57	42.15	72.13	45665	10995	32174	72580	0	0	0	0	38.33	3.73	30.00	40.00	1471360	635524	412531	2772472	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	86163	1752000	2064000	443727	94950	325163	630307	435291	84730	317345	590155	0	0	0	0	1586	71	1466	1728
	16	16	JAN	64925881	62351936	3004235	58004876	68089080	56.98	9.95	50.00	75.00	1479795	0	0	0	0	0	0	0	1698960	53761	1594341	1786625	106552	25655	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	940000	57827	816000	1032000	0	0	0	0	0	0	0	0	6264	10832	0	36953	579016	53925	504898	686916	0	0	0	0	67128	22825	31399	107264	0	0	0	0	58.02	9.61	41.76	72.11	45665	10995	32174	72581	0	0	0	0	38.33	3.73	30.00	40.00	2573945	947004	1255960	4290579	0	0	0	0	0	0	0	0	0	0	0	0	0	1906000	88431	1728000	2040000	380720	75433	271693	527102	392696	80731	270284	536605	0	0	0	0	1594	74	1464	1728
	17	17	JAN	69101712	64887295	3659464	59888000	73809710	60.00	12.43	50.00	80.00	1509823	0	0	0	0	0	0	0	1785706	56698	1703562	1905375	106552	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	944000	56569	840000	1032000	0	0	0	0	0	0	0	0	19787	34532	0	124621	605286	38196	547427	672000	0	0	0	0	110080	31205	46060	151165	0	0	0	0	57.57	9.70	40.95	71.44	45665	10995	32174	72580	0	0	0	0	38.33	3.73	30.00	40.00	4214417	1272871	1842403	6046600	0	0	0	0	0	0	0	0	0	0	0	0	0	1912000	80994	1752000	2040000	342927	67245	211379	448629	361742	80030	239224	493093	0	0	0	0	1612	67	1491	1728
	18	18	JAN	68486489	64548104	3079869	59858300	70654160	60.31	12.40	50.00	80.00	1513627	0	0	0	0	0	0	0	1776763	57018	1699491	1919062	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	952000	56569	864000	1032000	0	0	0	0	0	0	0	0	13500	18023	0	52239	602963	47944	519541	696000	0	0	0	0	101748	27177	73901	166474	0	0	0	0	56.98	9.75	39.78	70.79	45665	10995	32174	72581	0	0	0	0	38.40	3.58	30.00	40.00	3938385	1206248	2417610	6658960	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	76105	1776000	2040000	359538	70934	269938	506834	372474	76827	274625	501081	0	0	0	0	1619	69	1504	1725
	19	19	JAN	64282423	62005556	2979866	57120541	67140450	55.00	8.40	50.00	73.75	1495385	0	0	0	0	0	0	0	1692547	57471	1570108	1821416	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	964000	43635	888000	1032000	0	0	0	0	0	0	0	0	2315	5726	0	20312	561607	60618	453611	663490	0	0	0	0	58071	22811	25697	98840	0	0	0	0	56.62	9.77	39.01	70.71	45665	10995	32174	72580	0	0	0	0	38.84	2.87	30.00	40.00	2276867	933998	770916	3953600	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	74833	1752000	2016000	408078	69828	302222	554389	409347	74997	300301	540587	0	0	0	0	1614	68	1464	1704
	20	20	JAN	59640499	58358178	4004578	52029279	65417100	52.71	5.37	50.00	66.25	1454960	0	0	0	0	0	0	0	1597144	65296	1508488	1737349	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	968000	40792	912000	1032000	0	0	0	0	0	0	0	0	1455	4792	0	17349	487236	84007	377928	620545	0	0	0	0	33900	25262	651	80302	0	0	0	0	56.58	9.69	38.80	70.66	45665	10995	32174	72581	0	0	0	0	39.04	2.76	30.00	40.00	1282320	897904	26053	2610267	0	0	0	0	0	0	0	0	0	0	0	0	0	1944000	59599	1824000	2016000	487309	91553	340458	646614	470617	72130	350463	576545	0	0	0	0	1611	55	1518	1704
	21	21	JAN	57374017	56212878	3951883	50164031	63409200	50.42	1.38	50.00	55.00	1431155	0	0	0	0	0	0	0	1551875	68798	1472662	1675614	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	970000	38523	912000	1056000	0	0	0	0	0	0	0	0	0	0	0	0	445258	84434	297681	596184	0	0	0	0	30064	27964	0	80069	0	0	0	0	56.70	9.50	39.15	70.46	45665	10995	32174	72580	0	0	0	0	39.17	2.76	30.00	40.00	1161140	1097672	0	3202760	0	0	0	0	0	0	0	0	0	0	0	0	0	1952000	54845	1848000	2016000	536742	79796	377699	662319	516873	65259	375971	618686	0	0	0	0	1610	45	1536	1680
	22	22	JAN	59730517	58127664	3679106	50444560	66071950	53.23	5.87	50.00	67.50	1452528	0	0	0	0	0	0	0	1601468	54524	1486865	1704338	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	968000	43081	888000	1032000	0	0	0	0	0	0	0	0	170	565	0	2043	484681	88925	286491	666239	0	0	0	0	42064	24012	9276	96000	0	0	0	0	56.80	9.35	39.35	70.09	45665	10995	32174	72581	0	0	0	0	39.18	2.72	30.17	40.00	1602853	805288	371040	2883417	0	0	0	0	0	0	0	0	0	0	0	0	0	1956000	66813	1848000	2064000	503149	98686	363798	697509	483397	81642	364000	652483	0	0	0	0	1605	52	1512	1704
	23	23	JAN	64301585	61785672	2566644	57878003	66655217	55.62	10.02	50.00	78.75	1492856	0	0	0	0	0	0	0	1694255	42336	1613420	1756391	106552	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	964000	42521	888000	1032000	0	0	0	0	0	0	0	0	1893	3714	0	12465	557885	67999	435160	687412	0	0	0	0	63925	24012	40806	116502	0	0	0	0	56.77	9.33	38.97	69.94	45665	10995	32174	72580	0	0	0	0	39.22	2.58	30.67	40.00	2515913	989674	1597481	4660080	0	0	0	0	0	0	0	0	0	0	0	0	0	1946000	57515	1848000	2040000	422222	65993	323730	549561	433111	64394	321621	537037	0	0	0	0	1607	50	1512	1704
	24	24	JAN	67480255	63494694	2441109	58208050	68255710	58.75	11.56	50.00	80.00	1507212	0	0	0	0	0	0	0	1760371	57644	1647958	1834332	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	958000	40939	912000	1032000	0	0	0	0	0	0	0	0	7554	10638	0	34932	587207	49242	492161	696000	0	0	0	0	101057	30348	56591	155520	0	0	0	0	56.40	9.27	38.40	69.60	45665	10995	32174	72581	0	0	0	0	39.47	1.75	33.69	40.00	3985561	1189450	2263629	6220800	0	0	0	0	0	0	0	0	0	0	0	0	0	1942000	60762	1848000	2040000	389239	57477	301068	480257	403952	64403	299545	504827	0	0	0	0	1614	50	1536	1704
	25	25	JAN	66564415	63275016	2254570	59762650	66700780	55.94	9.48	50.00	75.00	1515352	0	0	0	0	0	0	0	1744110	57962	1663341	1815261	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	970000	37256	912000	1032000	0	0	0	0	0	0	0	0	2109	4223	0	14226	583126	51627	486494	683364	0	0	0	0	82322	20104	57723	115815	0	0	0	0	55.98	9.17	37.91	68.94	45665	10995	32174	72580	0	0	0	0	39.95	0.17	39.39	40.00	3289399	800918	2308916	4632600	0	0	0	0	0	0	0	0	0	0	0	0	0	1960000	39598	1920000	2040000	404765	48491	323320	497506	416186	56022	321949	514107	0	0	0	0	1621	38	1565	1704
	26	26	JAN	63253270	60705407	2368740	55734276	64826000	54.27	7.47	50.00	70.00	1472263	0	0	0	0	0	0	0	1669816	49805	1561429	1753417	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	954000	42849	888000	1008000	0	0	0	0	0	0	0	0	1237	4075	0	14752	544329	52950	442686	656700	0	0	0	0	63697	16379	36364	93791	0	0	0	0	55.67	9.09	37.62	68.54	45665	10995	32174	72581	0	0	0	0	40.00	0	40.00	40.00	2547863	655151	1454550	3751640	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	60663	1800000	1992000	428434	49685	313149	490958	432727	52299	323586	507902	0	0	0	0	1589	46	1506	1632
	27	27	JAN	58700728	57194792	2436455	53991279	60932650	51.98	4.61	50.00	65.00	1424210	0	0	0	0	0	0	0	1571880	57732	1486861	1682005	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	946000	49437	816000	1008000	0	0	0	0	0	0	0	0	29	97	0	350	481649	49715	408868	563380	0	0	0	0	37648	19773	0	70584	0	0	0	0	55.58	9.14	37.36	68.35	45665	10995	32174	72580	0	0	0	0	40.00	0	40.00	40.00	1505935	790924	0	2823375	0	0	0	0	0	0	0	0	0	0	0	0	0	1912000	72883	1800000	1992000	484322	59444	348270	553935	475916	54166	349880	549127	0	0	0	0	1569	65	1464	1640
	28	28	JAN	55996373	54770364	3204609	48699735	58874427	51.67	4.52	50.00	66.25	1391851	0	0	0	0	0	0	0	1514857	71675	1385710	1614137	106553	25656	75072	169356	0	0	0	0	0	0	0	0	0	0	0	0	942000	48125	816000	1008000	0	0	0	0	0	0	0	0	589	1954	0	7070	435065	67491	301995	544576	0	0	0	0	30650	16564	0	50552	0	0	0	0	55.70	9.12	37.58	68.32	45665	10995	32175	72581	0	0	0	0	40.00	0	40.00	40.00	1226010	662567	0	2022083	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	63750	1776000	1992000	526346	80861	336354	657376	513188	67751	344720	621300	0	0	0	0	1561	56	1464	1632
	29	29	JAN	59383647	58321355	2997142	54380155	64549470	54.27	6.74	50.00	70.00	1423921	0	0	0	0	0	0	0	1575457	68408	1477111	1687242	106554	25657	75074	169356	0	0	0	0	0	0	0	0	0	0	0	0	930000	51029	816000	1008000	0	0	0	0	0	0	0	0	5136	11066	0	32245	507209	64869	382003	600998	0	0	0	0	26557	22267	3571	72303	0	0	0	0	55.86	9.07	37.83	68.24	45665	10995	32174	72580	0	0	0	0	40.00	0	40.00	40.00	1062292	890680	142840	2892112	0	0	0	0	0	0	0	0	0	0	0	0	0	1886000	59967	1776000	1968000	443655	79185	298023	577997	432311	75116	293055	548353	0	0	0	0	1558	52	1470	1632
	30	30	JAN	65171623	62480899	2318131	59174884	67180433	58.44	11.76	50.00	80.00	1470303	0	0	0	0	0	0	0	1694206	56168	1587828	1771899	106554	25657	75084	169356	0	0	0	0	0	0	0	0	0	0	0	0	928000	53066	816000	1008000	0	0	0	0	0	0	0	0	12724	25585	0	72735	579659	35857	495550	626759	0	0	0	0	67268	17942	39230	91097	0	0	0	0	55.93	9.05	37.91	68.03	45665	10995	32175	72581	0	0	0	0	40.00	0	40.00	40.00	2690724	717673	1569213	3643866	0	0	0	0	0	0	0	0	0	0	0	0	0	1886000	68906	1752000	1968000	365617	69648	239265	488450	364542	68916	230556	480076	0	0	0	0	1569	46	1497	1632
	31	31	JAN	70660998	66006009	2450215	60384581	70580469	63.96	12.16	50.00	80.00	1503853	0	0	0	0	0	0	0	1799620	59353	1658101	1895203	106554	25657	75084	169356	0	0	0	0	0	0	0	0	0	0	0	0	924000	60000	768000	984000	0	0	0	0	0	0	0	0	34381	38140	0	99033	618310	29759	552000	667479	0	0	0	0	116375	21087	81718	149924	0	0	0	0	55.45	9.00	37.06	67.45	45665	10995	32174	72580	0	0	0	0	40.00	0	40.00	40.00	4654989	843492	3268727	5996960	0	0	0	0	0	0	0	0	0	0	0	0	0	1888000	72883	1776000	1992000	311309	66415	194744	397976	319745	69667	192420	421728	0	0	0	0	1603	49	1467	1657
	32	01	FEB	71148148	66299434	3120282	59829850	72184400	65.21	11.24	50.00	80.00	1512424	0	0	0	0	0	0	0	1808913	55503	1714289	1896661	102480	23136	76152	162504	0	0	0	0	0	0	0	0	0	0	0	0	930000	61286	768000	1008000	0	0	0	0	0	0	0	0	32957	31399	0	102805	622258	27567	571214	678193	0	0	0	0	121218	27963	77394	159658	0	0	0	0	54.70	9.00	36.01	66.77	43920	9915	32633	69643	0	0	0	0	40.00	0	40.00	40.00	4848714	1118536	3095760	6386327	0	0	0	0	0	0	0	0	0	0	0	0	0	1884000	66091	1752000	1992000	298785	56730	161195	377497	314278	63600	195111	420367	0	0	0	0	1607	68	1441	1704
	33	02	FEB	64963921	62387043	3013766	57088700	66795520	56.98	10.45	50.00	80.00	1473786	0	0	0	0	0	0	0	1690046	68375	1607241	1818158	102480	23136	76152	162504	0	0	0	0	0	0	0	0	0	0	0	0	932000	69166	744000	1008000	0	0	0	0	0	0	0	0	6995	15166	0	54944	584149	40731	520954	644955	0	0	0	0	64422	22745	20397	108774	0	0	0	0	54.21	8.96	35.31	66.07	43920	9915	32633	69643	0	0	0	0	40.00	0	40.00	40.00	2576878	909813	815880	4350960	0	0	0	0	0	0	0	0	0	0	0	0	0	1882000	74913	1728000	1992000	358856	67717	253851	463046	363677	63481	250393	459445	0	0	0	0	1579	76	1392	1656
