C	area	de	hourly
	VARIABLES	BEGIN	END
	9	169	8736

C	hourly				BASE	INT	PEAK	BASE	INT	PEAK	BASE	INT	PEAK
	275	12	JAN	10:00	39444	23487	0	0	0	0	39	27	0
	276	12	JAN	11:00	39444	24770	625	0	0	0	39	27	1
	277	12	JAN	12:00	39444	23069	221	0	0	0	39	27	0
	278	12	JAN	13:00	39444	25256	388	0	0	0	39	27	0
	279	12	JAN	14:00	39444	23345	577	0	0	0	39	27	1
	280	12	JAN	15:00	39444	26028	1192	0	0	0	39	27	2
	281	12	JAN	16:00	39444	26258	493	0	0	0	39	27	2
	282	12	JAN	17:00	39444	27264	2102	0	0	0	39	27	2
	283	12	JAN	18:00	39444	25693	2182	0	0	0	39	27	2
	284	12	JAN	19:00	39444	26091	1606	0	0	0	39	27	3
	285	12	JAN	20:00	39444	26388	1529	0	0	0	39	27	2
	286	12	JAN	21:00	39444	27198	2040	0	0	0	39	27	2
	287	12	JAN	22:00	39444	26247	1198	0	0	0	39	27	1
	288	12	JAN	23:00	39444	26860	178	0	0	0	39	27	1
	289	13	JAN	00:00	39222	20246	513	0	0	0	39	27	1
	290	13	JAN	01:00	39222	21017	0	0	0	0	39	27	0
	291	13	JAN	02:00	39222	20632	0	0	0	0	39	27	0
	292	13	JAN	03:00	39222	17881	0	0	0	0	39	27	0
	293	13	JAN	04:00	39222	17981	0	0	0	0	39	27	0
	294	13	JAN	05:00	39222	17571	0	0	0	0	39	27	0
	295	13	JAN	06:00	39222	18723	0	0	0	0	39	27	0
	296	13	JAN	07:00	39222	18834	0	0	0	0	39	27	0
	297	13	JAN	08:00	39222	17160	19	0	0	0	39	27	0
	298	13	JAN	09:00	39222	18872	116	0	0	0	39	27	0
	299	13	JAN	10:00	39222	19751	116	0	0	0	39	27	0
	300	13	JAN	11:00	39222	20646	136	0	0	0	39	27	0
	301	13	JAN	12:00	39222	18800	0	0	0	0	39	27	0
	302	13	JAN	13:00	39222	22957	404	0	0	0	39	27	0
	303	13	JAN	14:00	39222	23254	0	0	0	0	39	27	0
	304	13	JAN	15:00	39222	24372	0	0	0	0	39	27	0
	305	13	JAN	16:00	39222	24255	0	0	0	0	39	27	0
	306	13	JAN	17:00	39222	25742	60	0	0	0	39	27	0
	307	13	JAN	18:00	39222	25760	96	0	0	0	39	27	0
	308	13	JAN	19:00	39222	24737	174	0	0	0	39	27	0
	309	13	JAN	20:00	39222	25951	1115	0	0	0	39	27	1
	310	13	JAN	21:00	39222	23827	1135	0	0	0	39	27	1
	311	13	JAN	22:00	39222	23541	72	0	0	0	39	27	0
	312	13	JAN	23:00	39222	23709	147	0	0	0	39	27	0
	313	14	JAN	00:00	39333	20092	0	0	0	0	39	27	0
	314	14	JAN	01:00	39333	19620	0	0	0	0	39	27	0
	315	14	JAN	02:00	39333	17941	0	0	0	0	39	27	0
	316	14	JAN	03:00	39333	17711	0	0	0	0	39	27	0
	317	14	JAN	04:00	39333	16922	0	0	0	0	39	27	0
	318	14	JAN	05:00	39333	15644	0	0	0	0	39	27	0
	319	14	JAN	06:00	39333	14251	0	0	0	0	39	27	0
	320	14	JAN	07:00	39333	15800	0	0	0	0	39	27	0
	321	14	JAN	08:00	39333	15926	0	0	0	0	39	27	0
	322	14	JAN	09:00	39333	15739	0	0	0	0	39	27	0
	323	14	JAN	10:00	39333	17957	0	0	0	0	39	27	0
	324	14	JAN	11:00	39333	19712	0	0	0	0	39	27	0
	325	14	JAN	12:00	39333	17851	179	0	0	0	39	27	0
	326	14	JAN	13:00	39333	20060	242	0	0	0	39	27	0
	327	14	JAN	14:00	39333	21561	0	0	0	0	39	27	0
	328	14	JAN	15:00	39333	22003	0	0	0	0	39	27	0
	329	14	JAN	16:00	39333	22701	0	0	0	0	39	27	0
	330	14	JAN	17:00	39333	24110	537	0	0	0	39	27	1
	331	14	JAN	18:00	39333	23785	36	0	0	0	39	27	1
	332	14	JAN	19:00	39333	25131	13	0	0	0	39	27	1
	333	14	JAN	20:00	39333	25088	45	0	0	0	39	27	1
	334	14	JAN	21:00	39333	23599	722	0	0	0	39	27	1
	335	14	JAN	22:00	39333	24719	0	0	0	0	39	27	0
	336	14	JAN	23:00	39333	21040	0	0	0	0	39	27	0
	337	15	JAN	00:00	39333	23778	0	0	0	0	39	27	0
	338	15	JAN	01:00	39333	21389	0	0	0	0	39	27	0
	339	15	JAN	02:00	39333	23038	0	0	0	0	39	27	0
	340	15	JAN	03:00	39333	21203	0	0	0	0	39	27	0
	341	15	JAN	04:00	39333	20032	0	0	0	0	39	27	0
	342	15	JAN	05:00	39333	18650	0	0	0	0	39	27	0
	343	15	JAN	06:00	39333	16821	0	0	0	0	39	27	0
	344	15	JAN	07:00	39333	19563	0	0	0	0	39	27	0
	345	15	JAN	08:00	39333	16814	0	0	0	0	39	27	0
	346	15	JAN	09:00	39333	16461	0	0	0	0	39	27	0
	347	15	JAN	10:00	39333	18386	0	0	0	0	39	27	0
	348	15	JAN	11:00	39333	20664	0	0	0	0	39	27	0
	349	15	JAN	12:00	39333	19713	0	0	0	0	39	27	0
	350	15	JAN	13:00	39333	20779	0	0	0	0	39	27	0
	351	15	JAN	14:00	39333	21046	0	0	0	0	39	27	0
	352	15	JAN	15:00	39333	22735	0	0	0	0	39	27	0
	353	15	JAN	16:00	39333	24002	0	0	0	0	39	27	0
	354	15	JAN	17:00	39333	25363	0	0	0	0	39	27	0
	355	15	JAN	18:00	39333	25560	0	0	0	0	39	27	0
	356	15	JAN	19:00	39333	25607	0	0	0	0	39	27	0
	357	15	JAN	20:00	39333	26009	0	0	0	0	39	27	0
	358	15	JAN	21:00	39333	24772	0	0	0	0	39	27	0
	359	15	JAN	22:00	39333	24804	0	0	0	0	39	27	0
	360	15	JAN	23:00	39333	23123	0	0	0	0	39	27	0
	361	16	JAN	00:00	39333	25719	0	0	0	0	39	27	0
	362	16	JAN	01:00	39333	23386	0	0	0	0	39	27	0
	363	16	JAN	02:00	39333	25506	537	0	0	0	39	27	1
	364	16	JAN	03:00	39333	24226	481	0	0	0	39	27	1
	365	16	JAN	04:00	39333	24200	379	0	0	0	39	27	0
	366	16	JAN	05:00	39333	22664	217	0	0	0	39	27	0
	367	16	JAN	06:00	39333	21094	0	0	0	0	39	27	0
	368	16	JAN	07:00	39333	21728	0	0	0	0	39	27	0
	369	16	JAN	08:00	39333	21572	302	0	0	0	39	27	0
	370	16	JAN	09:00	39333	21969	372	0	0	0	39	27	0
	371	16	JAN	10:00	39333	22388	294	0	0	0	39	27	0
	372	16	JAN	11:00	39333	22018	0	0	0	0	39	27	0
	373	16	JAN	12:00	39333	23740	638	0	0	0	39	27	1
	374	16	JAN	13:00	39333	25230	721	0	0	0	39	27	1
	375	16	JAN	14:00	39333	24109	844	0	0	0	39	27	1
	376	16	JAN	15:00	39333	26211	346	0	0	0	39	27	1
	377	16	JAN	16:00	39333	26124	378	0	0	0	39	27	1
	378	16	JAN	17:00	39333	26219	163	0	0	0	39	27	1
	379	16	JAN	18:00	39333	27111	1114	0	0	0	39	27	1
	380	16	JAN	19:00	39333	27111	296	0	0	0	39	27	0
	381	16	JAN	20:00	39333	26053	167	0	0	0	39	27	0
	382	16	JAN	21:00	39333	26732	65	0	0	0	39	27	0
	383	16	JAN	22:00	39333	26334	468	0	0	0	39	27	1
	384	16	JAN	23:00	39333	25999	788	0	0	0	39	27	1
	385	17	JAN	00:00	39889	26683	1416	0	0	0	40	27	2
	386	17	JAN	01:00	39889	26417	990	0	0	0	40	27	1
	387	17	JAN	02:00	39889	26154	492	0	0	0	40	27	1
	388	17	JAN	03:00	39889	26611	372	0	0	0	40	27	0
	389	17	JAN	04:00	39889	26057	0	0	0	0	40	27	0
	390	17	JAN	05:00	39889	24784	0	0	0	0	40	27	0
	391	17	JAN	06:00	39889	23344	291	0	0	0	40	27	0
	392	17	JAN	07:00	39889	25085	0	0	0	0	40	27	0
	393	17	JAN	08:00	39889	24108	480	0	0	0	40	27	1
	394	17	JAN	09:00	39889	25266	0	0	0	0	40	27	0
	395	17	JAN	10:00	39889	25003	394	0	0	0	40	27	0
	396	17	JAN	11:00	39889	25422	430	0	0	0	40	27	0
	397	17	JAN	12:00	39889	26908	0	0	0	0	40	27	0
	398	17	JAN	13:00	39889	26957	824	0	0	0	40	27	1
	399	17	JAN	14:00	39889	26141	1395	0	0	0	40	27	2
	400	17	JAN	15:00	39889	25813	1119	0	0	0	40	27	2
	401	17	JAN	16:00	39889	27222	2264	0	0	0	40	27	3
	402	17	JAN	17:00	39889	27222	1692	0	0	0	40	27	3
	403	17	JAN	18:00	39889	27222	3913	0	0	0	40	27	4
	404	17	JAN	19:00	39889	27222	3055	0	0	0	40	27	4
	405	17	JAN	20:00	39889	26298	3198	0	0	0	40	27	4
	406	17	JAN	21:00	39889	26521	2647	0	0	0	40	27	3
	407	17	JAN	22:00	39889	27222	1695	0	0	0	40	27	2
	408	17	JAN	23:00	39889	26282	1310	0	0	0	40	27	2
	409	18	JAN	00:00	40111	26506	1517	0	0	0	40	28	2
	410	18	JAN	01:00	40111	27271	331	0	0	0	40	28	0
	411	18	JAN	02:00	40111	27099	291	0	0	0	40	28	0
	412	18	JAN	03:00	40111	26460	0	0	0	0	40	28	0
	413	18	JAN	04:00	40111	26222	948	0	0	0	40	28	1
	414	18	JAN	05:00	40111	24890	0	0	0	0	40	28	0
	415	18	JAN	06:00	40111	24512	666	0	0	0	40	28	1
	416	18	JAN	07:00	40111	24593	694	0	0	0	40	28	1
	417	18	JAN	08:00	40111	24846	0	0	0	0	40	28	0
	418	18	JAN	09:00	40111	25043	0	0	0	0	40	28	0
	419	18	JAN	10:00	40111	26640	770	0	0	0	40	28	1
	420	18	JAN	11:00	40111	26353	432	0	0	0	40	28	1
	421	18	JAN	12:00	40111	25438	227	0	0	0	40	28	0
	422	18	JAN	13:00	40111	26370	185	0	0	0	40	28	0
	423	18	JAN	14:00	40111	27545	821	0	0	0	40	28	1
	424	18	JAN	15:00	40111	27569	1191	0	0	0	40	28	1
	425	18	JAN	16:00	40111	27614	1964	0	0	0	40	28	2
	426	18	JAN	17:00	40111	27646	3571	0	0	0	40	28	4
	427	18	JAN	18:00	40111	26672	2372	0	0	0	40	28	5
	428	18	JAN	19:00	40111	27624	3585	0	0	0	40	28	5
	429	18	JAN	20:00	40111	27589	3327	0	0	0	40	28	4
	430	18	JAN	21:00	40111	27463	1988	0	0	0	40	28	4
	431	18	JAN	22:00	40111	26510	2592	0	0	0	40	28	3
	432	18	JAN	23:00	40111	26425	1379	0	0	0	40	28	2
	433	19	JAN	00:00	40667	24863	0	0	0	0	41	27	0
	434	19	JAN	01:00	40667	23719	0	0	0	0	41	27	0
	435	19	JAN	02:00	40667	24300	0	0	0	0	41	27	0
	436	19	JAN	03:00	40667	22898	0	0	0	0	41	27	0
	437	19	JAN	04:00	40667	20047	0	0	0	0	41	27	0
	438	19	JAN	05:00	40667	20493	0	0	0	0	41	27	0
	439	19	JAN	06:00	40667	18314	209	0	0	0	41	27	0
	440	19	JAN	07:00	40667	20939	0	0	0	0	41	27	0
	441	19	JAN	08:00	40667	20026	191	0	0	0	41	27	0
	442	19	JAN	09:00	40667	19941	312	0	0	0	41	27	0
	443	19	JAN	10:00	40667	21487	0	0	0	0	41	27	0
	444	19	JAN	11:00	40667	21396	539	0	0	0	41	27	1
	445	19	JAN	12:00	40667	23850	707	0	0	0	41	27	1
	446	19	JAN	13:00	40667	23775	21	0	0	0	41	27	1
	447	19	JAN	14:00	40667	24068	1063	0	0	0	41	27	1
	448	19	JAN	15:00	40667	24980	1150	0	0	0	41	27	1
	449	19	JAN	16:00	40667	26165	386	0	0	0	41	27	1
	450	19	JAN	17:00	40667	25130	903	0	0	0	41	27	1
	451	19	JAN	18:00	40667	26197	1444	0	0	0	41	27	1
	452	19	JAN	19:00	40667	25925	1444	0	0	0	41	27	1
	453	19	JAN	20:00	40667	26346	719	0	0	0	41	27	1
	454	19	JAN	21:00	40667	25122	603	0	0	0	41	27	1
	455	19	JAN	22:00	40667	25388	554	0	0	0	41	27	1
	456	19	JAN	23:00	40667	25092	398	0	0	0	41	27	0
	457	20	JAN	00:00	39667	21920	0	0	0	0	40	27	0
	458	20	JAN	01:00	39667	19965	0	0	0	0	40	27	0
	459	20	JAN	02:00	39667	18748	0	0	0	0	40	27	0
	460	20	JAN	03:00	39667	18375	0	0	0	0	40	27	0
	461	20	JAN	04:00	39667	17442	140	0	0	0	40	27	0
	462	20	JAN	05:00	39667	18014	0	0	0	0	40	27	0
	463	20	JAN	06:00	39667	15885	0	0	0	0	40	27	0
	464	20	JAN	07:00	39667	16277	0	0	0	0	40	27	0
	465	20	JAN	08:00	39667	17019	56	0	0	0	40	27	0
	466	20	JAN	09:00	39667	16723	136	0	0	0	40	27	0
	467	20	JAN	10:00	39667	15890	144	0	0	0	40	27	0
	468	20	JAN	11:00	39667	19118	250	0	0	0	40	27	0
	469	20	JAN	12:00	39667	19644	370	0	0	0	40	27	0
	470	20	JAN	13:00	39667	20084	0	0	0	0	40	27	0
	471	20	JAN	14:00	39667	21738	789	0	0	0	40	27	1
	472	20	JAN	15:00	39667	23274	0	0	0	0	40	27	0
	473	20	JAN	16:00	39667	23418	982	0	0	0	40	27	1
	474	20	JAN	17:00	39667	25515	101	0	0	0	40	27	1
	475	20	JAN	18:00	39667	23762	172	0	0	0	40	27	1
	476	20	JAN	19:00	39667	23022	1027	0	0	0	40	27	1
	477	20	JAN	20:00	39667	23093	279	0	0	0	40	27	1
	478	20	JAN	21:00	39667	24777	64	0	0	0	40	27	1
	479	20	JAN	22:00	39667	22552	62	0	0	0	40	27	1
	480	20	JAN	23:00	39667	23560	812	0	0	0	40	27	1
	481	21	JAN	00:00	39444	21296	0	0	0	0	39	27	0
	482	21	JAN	01:00	39444	20422	0	0	0	0	39	27	0
	483	21	JAN	02:00	39444	18014	0	0	0	0	39	27	0
	484	21	JAN	03:00	39444	16336	0	0	0	0	39	27	0
	485	21	JAN	04:00	39444	14993	0	0	0	0	39	27	0
	486	21	JAN	05:00	39444	13181	0	0	0	0	39	27	0
	487	21	JAN	06:00	39444	16456	0	0	0	0	39	27	0
	488	21	JAN	07:00	39444	16291	0	0	0	0	39	27	0
	489	21	JAN	08:00	39444	15834	0	0	0	0	39	27	0
	490	21	JAN	09:00	39444	15530	0	0	0	0	39	27	0
	491	21	JAN	10:00	39444	17809	0	0	0	0	39	27	0
	492	21	JAN	11:00	39444	16094	0	0	0	0	39	27	0
	493	21	JAN	12:00	39444	18057	0	0	0	0	39	27	0
	494	21	JAN	13:00	39444	16699	0	0	0	0	39	27	0
	495	21	JAN	14:00	39444	20438	0	0	0	0	39	27	0
	496	21	JAN	15:00	39444	22156	0	0	0	0	39	27	0
	497	21	JAN	16:00	39444	21810	0	0	0	0	39	27	0
	498	21	JAN	17:00	39444	23724	0	0	0	0	39	27	0
	499	21	JAN	18:00	39444	25405	0	0	0	0	39	28	0
	500	21	JAN	19:00	39444	24641	0	0	0	0	39	28	0
	501	21	JAN	20:00	39444	24873	0	0	0	0	39	28	0
	502	21	JAN	21:00	39444	24708	0	0	0	0	39	28	0
	503	21	JAN	22:00	39444	22590	0	0	0	0	39	28	0
	504	21	JAN	23:00	39444	24577	0	0	0	0	39	27	0
	505	22	JAN	00:00	39444	22310	0	0	0	0	39	27	0
	506	22	JAN	01:00	39444	21499	0	0	0	0	39	27	0
	507	22	JAN	02:00	39444	21450	0	0	0	0	39	27	0
	508	22	JAN	03:00	39444	19625	0	0	0	0	39	27	0
	509	22	JAN	04:00	39444	18677	0	0	0	0	39	27	0
	510	22	JAN	05:00	39444	18412	0	0	0	0	39	27	0
	511	22	JAN	06:00	39444	16926	0	0	0	0	39	27	0
	512	22	JAN	07:00	39444	17874	0	0	0	0	39	27	0
	513	22	JAN	08:00	39444	19504	0	0	0	0	39	27	0
	514	22	JAN	09:00	39444	17429	0	0	0	0	39	27	0
	515	22	JAN	10:00	39444	19371	0	0	0	0	39	27	0
	516	22	JAN	11:00	39444	19138	0	0	0	0	39	27	0
	517	22	JAN	12:00	39444	21635	0	0	0	0	39	27	0
	518	22	JAN	13:00	39444	21587	0	0	0	0	39	27	0
	519	22	JAN	14:00	39444	22491	0	0	0	0	39	27	0
	520	22	JAN	15:00	39444	25095	0	0	0	0	39	28	0
	521	22	JAN	16:00	39444	25616	0	0	0	0	39	28	0
	522	22	JAN	17:00	39444	23995	0	0	0	0	39	28	0
	523	22	JAN	18:00	39444	25037	0	0	0	0	39	28	0
	524	22	JAN	19:00	39444	26190	84	0	0	0	39	28	0
	525	22	JAN	20:00	39444	24567	746	0	0	0	39	28	1
	526	22	JAN	21:00	39444	25588	0	0	0	0	39	28	0
	527	22	JAN	22:00	39444	24851	0	0	0	0	39	28	0
	528	22	JAN	23:00	39444	25641	0	0	0	0	39	28	0
	529	23	JAN	00:00	39889	25261	308	0	0	0	40	28	0
	530	23	JAN	01:00	39889	25211	0	0	0	0	40	28	0
	531	23	JAN	02:00	39889	23840	573	0	0	0	40	28	1
	532	23	JAN	03:00	39889	21777	0	0	0	0	40	28	0
	533	23	JAN	04:00	39889	23382	49	0	0	0	40	28	0
	534	23	JAN	05:00	39889	21579	0	0	0	0	40	28	0
	535	23	JAN	06:00	39889	21483	0	0	0	0	40	28	0
	536	23	JAN	07:00	39889	21573	99	0	0	0	40	28	0
	537	23	JAN	08:00	39889	22206	0	0	0	0	40	28	0
	538	23	JAN	09:00	39889	21195	211	0	0	0	40	28	0
	539	23	JAN	10:00	39889	23229	433	0	0	0	40	28	1
	540	23	JAN	11:00	39889	23360	740	0	0	0	40	28	1
	541	23	JAN	12:00	39889	23156	983	0	0	0	40	28	1
	542	23	JAN	13:00	39889	26290	610	0	0	0	40	28	1
	543	23	JAN	14:00	39889	26890	611	0	0	0	40	28	1
	544	23	JAN	15:00	39889	25812	1438	0	0	0	40	28	2
	545	23	JAN	16:00	39889	25753	1521	0	0	0	40	28	2
	546	23	JAN	17:00	39889	26824	2382	0	0	0	40	28	3
	547	23	JAN	18:00	39889	27516	2010	0	0	0	40	28	3
	548	23	JAN	19:00	39889	27241	1751	0	0	0	40	28	3
	549	23	JAN	20:00	39889	25708	1106	0	0	0	40	28	3
	550	23	JAN	21:00	39889	26479	1768	0	0	0	40	28	3
	551	23	JAN	22:00	39889	26364	1461	0	0	0	40	28	2
	552	23	JAN	23:00	39889	25652	1209	0	0	0	40	28	2
	553	24	JAN	00:00	40000	26919	2225	0	0	0	40	28	3
	554	24	JAN	01:00	40000	25422	3268	0	0	0	40	28	3
	555	24	JAN	02:00	40000	26566	621	0	0	0	40	28	1
	556	24	JAN	03:00	40000	27044	577	0	0	0	40	28	1
	557	24	JAN	04:00	40000	26137	0	0	0	0	40	28	0
	558	24	JAN	05:00	40000	25919	868	0	0	0	40	28	1
	559	24	JAN	06:00	40000	25814	335	0	0	0	40	28	0
	560	24	JAN	07:00	40000	24750	162	0	0	0	40	28	0
	561	24	JAN	08:00	40000	25768	0	0	0	0	40	28	0
	562	24	JAN	09:00	40000	25059	86	0	0	0	40	28	0
	563	24	JAN	10:00	40000	26368	665	0	0	0	40	28	1
	564	24	JAN	11:00	40000	25896	477	0	0	0	40	28	1
	565	24	JAN	12:00	40000	27069	496	0	0	0	40	28	1
	566	24	JAN	13:00	40000	25822	0	0	0	0	40	28	0
	567	24	JAN	14:00	40000	26762	1310	0	0	0	40	28	2
	568	24	JAN	15:00	40000	25906	1092	0	0	0	40	28	2
	569	24	JAN	16:00	40000	27559	1547	0	0	0	40	28	3
	570	24	JAN	17:00	40000	26726	2381	0	0	0	40	28	3
	571	24	JAN	18:00	40000	26962	1864	0	0	0	40	28	4
	572	24	JAN	19:00	40000	27991	1900	0	0	0	40	28	4
	573	24	JAN	20:00	40000	28025	3679	0	0	0	40	28	4
	574	24	JAN	21:00	40000	26973	2665	0	0	0	40	28	4
	575	24	JAN	22:00	40000	27353	2608	0	0	0	40	28	3
	576	24	JAN	23:00	40000	26271	1165	0	0	0	40	28	2
	577	25	JAN	00:00	39889	26925	754	0	0	0	40	28	1
	578	25	JAN	01:00	39889	26683	745	0	0	0	40	28	1
	579	25	JAN	02:00	39889	25744	478	0	0	0	40	28	1
	580	25	JAN	03:00	39889	24399	1050	0	0	0	40	28	1
	581	25	JAN	04:00	39889	26225	253	0	0	0	40	28	0
